Include,Publication.Type,Authors,Book.Authors,Group.Authors,Book.Group.Authors,Researcher.Ids,ORCIDs,Book.Editors,Author...Arabic,Grant.Principal.Investigator,Grant.Co.Principal.Investigator,Article.Title,Article.Title...SciELO,Article.Title...SciELO.1,Article.Title...Chinese,Article.Title...Russian,Patent.Number,Patent.Assignee,Source.Title...Arabic,Source.Title,Source.Title...Korean,Book.Series.Title,Book.Series.Subtitle,Volume,Issue,Special.Issue,Meeting.Abstract,Start.Page,End.Page,Article.Number,Version,Version.History,DOI,Book.DOI,License.Name,License.URI,License.Description,Early.Access.Date,Supplement,Document.Type,Publication.Date,Publication.Year,Abstract,Abstract...Foreign,Abstract...English.Transliteration,Abstract...Foreign.1,Abstract...Korean,Conference.Title,Conference.Date,Conference.Sponsor,Conference.Location,Times.Cited..WoS.Core,Times.Cited..CSCD,Times.Cited..RSCI,Times.Cited..ARCI,Times.Cited..BCI,Times.Cited..SCIELO,Times.Cited..All.Databases,X180.Day.Usage.Count,Since.2013.Usage.Count,ISSN,eISSN,ISBN,Grant.Number,No.of.References,Cited.References,Language,Advisor,Committee.Member,Copyright,Degree.Name,Institution.Address,Institution,Dissertation.and.Thesis.Subjects,Author.Keywords,Indexed.Date,UT..Unique.ID.,Pubmed.Id
1,J,"Meulman, Ellen J.M.; Sanz, Crickette M.; Visalberghi, Elisabetta; van Schaik, Carel P.",,NA,NA,,"Visalberghi, Elisabetta/0000-0001-7407-5468",,NA,NA,NA,The Role of Terrestriality in Promoting Primate Technology.,NA,NA,NA,,NA,NA,NA,Evolutionary Anthropology,NA,NA,NA,21,2,NA,NA,58,68,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Mar-12,2012,"Complex technology has often been considered a hallmark of human evolution. However, recent findings show that wild monkeys are also capable of habitual tool use. Here we suggest that terrestriality may have been of crucial importance for the innovation, acquisition, and maintenance of complex technological skills in Primates. Here we define complex technological skills as tool-use variants that include at least two tool elements (for example, hammer and anvil), flexibility in manufacture or use (that is, tool properties are adjusted to the task at hand), and that skills are acquired in part by social learning. Four lines of evidence provide support for the terrestriality effect. First, the only monkey populations exhibiting habitual tool use seem to be particularly terrestrial. Second, semi-terrestrial chimpanzees have more complex tool variants in their repertoire than does their arboreal Asian relative, the orangutan. Third, tool variants of chimpanzees used in a terrestrial setting tend to be more complex than those used exclusively in arboreal contexts. Fourth, the higher frequency in tool use among captive versus wild Primates of the same species may be attributed in part to a terrestriality effect. We conclude that whereas extractive foraging, intelligence, and social tolerance are necessary for the emergence of habitual tool use, terrestriality seems to be crucial for acquiring and maintaining complex tool variants, particularly expressions of cumulative technology, within a population. Hence, comparative evidence among Primates supports the hypothesis that the terrestriality premium may have been a major pacemaker of hominin technological evolution.",NA,NA,NA,NA,NA,NA,NA,NA,54,0,0,0,45,1,57,NA,NA,1060-1538,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Zurich, AIM, Zurich, CH-8006, Switzerland",NA,NA,NA,28/06/2012,ZOOREC:ZOOR14807047706,22499440
1,J,"Tia, Banty; Viaro, Riccardo; Fadiga, Luciano",,NA,NA,"Fadiga, Luciano/AAC-7404-2022","fadiga, luciano/0000-0001-5691-5080; Viaro, Riccardo/0000-0002-8384-1440",,NA,NA,NA,Tool-use training temporarily enhances cognitive performance in long-tailed macaques (Macaca fascicularis).,NA,NA,NA,,NA,NA,NA,Animal Cognition,NA,NA,NA,21,3,NA,NA,365,378,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,May-18,2018,"Tool use relies on numerous cognitive functions, including sustained attention and understanding of causality. In this study, we investigated the effects of tool-use training on cognitive performance in Primates. Specifically, we applied the Primate Cognition Test Battery to three long-tailed macaques (Macaca fascicularis) at different stages of a training procedure that consisted of using a rake to retrieve out-of-reach food items. In addition, we evaluated a control group (n = 3) performing a grasping task, in order to account for possible effects related to a simple motor act. Our results showed that tool-use training enhances mean performance in the physical cognition domain, i.e. the understanding of spatial relations, numerosity and causality. In particular, causal cognition (evaluating noise- and shape-related causality and understanding of tool properties) showed significant improvement after training, whereas spatial cognition (evaluating spatial memory, object permanence, rotation and transposition) showed a trend to improvement. Despite these findings, none of our trained monkeys succeeded in the tool-use task of the Primate Cognition Test Battery, which involved an unfamiliar tool. Some training-related effects did not persist after a 35-day resting period, suggesting that continuous practice may be necessary, or that a longer training period before resting may be needed to better maintain cognitive performance. In contrast with the training group, the control group did not display any change in cognitive performance. This finding paves the way to further investigation into the link between tool-use behaviour and the evolution of primate cognition.",NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,3,0,4,NA,NA,1435-9448; 1435-9456,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Ist Italiano Tecnol, Ctr Translat Neurophysiol Speech & Commun, Ferrara, Italy",NA,NA,NA,17/12/2018,ZOOREC:ZOOR15501000414,29502167
1,J,"Lethmate, J.",,NA,NA,,,,NA,NA,NA,Tool-using skills of orang-utans.,NA,NA,NA,,NA,NA,NA,Journal of Human Evolution,NA,NA,NA,11,1,NA,NA,49,64,NA,NA,NA,10.1016/S0047-2484(82)80031-6,NA,NA,NA,NA,NA,,Article,1982,1982,,NA,NA,NA,NA,NA,NA,NA,NA,48,0,1,0,12,0,50,NA,NA,0047-2484,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,01/01/1982,ZOOREC:ZOOR11900055274,NA
1,J,"Teschke, I.; Cartmill, E.A.; Stankewitz, S.; Tebbich, S.",,NA,NA,,,,NA,NA,NA,Sometimes tool use is not the key: no evidence for cognitive adaptive specializations in tool-using woodpecker finches.,NA,NA,NA,,NA,NA,NA,Animal Behaviour,NA,NA,NA,82,5,NA,NA,945,956,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Nov-11,2011,"The use and manufacture of tools has been considered to be cognitively demanding and thus a possible evolutionary driving factor of intelligence. Animal tool use provides the opportunity to investigate whether the use of tools evolved in conjunction with enhanced physical cognitive abilities. However, success in physical tasks may simply reflect enhanced general learning abilities and not cognitive adaptations to tool use. To distinguish between these possibilities, we compared general learning and physical cognitive abilities between the tool-using woodpecker finch, Cactospiza pallida, and its close relative, the small tree finch, Camarhynchus parvulus. Since not all woodpecker finches use tools, we also compared tool-using and nontool-using individuals, predicting that domain-specific experience should lead tool-using woodpecker finches to outperform nontool-users in a task that is similar to their natural tool use. Contrary to our predictions, woodpecker finches did not outperform small tree finches in either of the physical tasks and excelled in only one of the general learning tasks, and tool-using woodpecker finches did not outperform nontool-using woodpecker finches in the physical task closely resembling tool use. Our results provide no evidence that tool use in woodpecker finches has evolved in conjunction with enhanced physical cognition or that domain-specific experience hones domain-specific skills. This is an important contribution to a growing body of evidence indicating that animal tool use, even that which seems complex, does not necessitate specialized cognitive adaptations.",NA,NA,NA,NA,NA,NA,NA,NA,35,0,0,0,27,0,37,NA,NA,0003-3472; 1095-8282,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Department of Cognitive Biology, University of Vienna, Austria",NA,NA,NA,03/05/2012,ZOOREC:ZOOR14805032515,NA
1,J,"Prieur, Jacques; Pika, Simone",,NA,NA,"Prieur, Jacques/AAK-6688-2021",,,NA,NA,NA,Gorillas' (Gorilla g. gorilla) knowledge of conspecifics' affordances: intraspecific social tool use for food acquisition.,NA,NA,NA,,NA,NA,NA,Primates,NA,NA,NA,61,4,NA,NA,583,591,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Jul-20,2020,"The use of tools, long thought to be uniquely human, has now been observed in other animal taxa including several species of birds, non-primate mammals as well as some non-human primate species. Chimpanzees, one of humankind's closest living relatives, exceed all other non-human animal species as they have been reported to use an exceptionally large toolkit. However, relatively little is known about the tool-use skills of the other great ape species. While the majority of tools described are inanimate objects, the use of social tools has received relatively little attention. Here we provide the first evidence of naturally occurring spontaneous exploitative behaviour of a conspecific as a social tool for food acquisition in non-human animals. We observed gorillas in captivity utilising a conspecific as a ladder to gain access to unreachable food. We discuss our findings in the light of other studies on social tool use and suggest the need for more nuanced interpretations of gorillas' cognitive skills.",NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,2,NA,NA,0032-8332,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Freie Univ Berlin, Dept Educ & Psychol Comparat Dev Psychol, Habelschwerdter Allee 45, Berlin, D-14195, Germany",NA,NA,NA,03/08/2020,ZOOREC:ZOOR15608062271,32166437
1,J,"Lindshield, Stacy M.; Rodrigues, Michelle A.",,NA,NA,,"Lindshield, Stacy/0000-0002-4507-1502; Rodrigues, Michelle/0000-0003-0529-0687",,NA,NA,NA,Tool use in wild spider monkeys (Ateles geoffroyi).,NA,NA,NA,,NA,NA,NA,Primates,NA,NA,NA,50,3,NA,NA,269,272,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Jul-09,2009,"Tool use has been observed in a variety of primate species, including both New and Old World monkeys. However, such reports mainly address the most prodigious tool users and frequently limit discussions of tool-using behavior to a foraging framework. Here, we present observations of novel and spontaneous tool use in wild black-handed spider monkeys (Ateles geoffroyi), where female spider monkeys used detached sticks in a self-directed manner. We introduce factors to explain Ateles tool-using abilities and limitations, and encourage the synthesis of relevant research in order to gain insight into the cognitive abilities of spider monkeys and the evolution of tool-using behaviors in Primates.",NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,11,0,16,NA,NA,0032-8332,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Iowa State Univ, Dept Anthropol, 324 Curtiss Hall, Ames, IA 50011, USA",NA,NA,NA,01/07/2009,ZOOREC:ZOOR14511069026,19370386
1,B,"Visalberghi, Elisabetta","Gibson, Kathleen R.; Ingold, Tim",NA,NA,,,,NA,NA,NA,Capuchin monkeys: a window into tool use in apes and humans.,NA,NA,NA,,NA,NA,NA,"Tools, language and cognition in human evolution.",NA,NA,NA,,,NA,NA,138,150,NA,NA,NA,,NA,NA,NA,NA,NA,,Book chapter,1994,1994,,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,NA,NA,,NA,052148541X,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,01/01/1994,ZOOREC:ZOOR13200033238,NA
1,J,"Phillips, Kimberley A.",,NA,NA,"Phillips, Kimberley/P-1212-2016","Phillips, Kimberley/0000-0002-5517-3596",,NA,NA,NA,Tool use in wild capuchin monkeys (Cebus albifrons trinitatis).,NA,NA,NA,,NA,NA,NA,American Journal of Primatology,NA,NA,NA,46,3,NA,NA,259,261,NA,NA,NA,10.1002/(SICI)1098-2345(1998)46:3<259::AID-AJP6>3.0.CO;2-R,NA,NA,NA,NA,NA,,Article,1998,1998,"White-fronted capuchins were observed to use leaves as cups to retrieve water from tree cavities. On multiple occasions several individuals performed this behavior. Thus, these capuchins engage in habitual tool use, as defined by McGrew's classificatory scheme of tool using behavior.",NA,NA,NA,NA,NA,NA,NA,NA,48,0,0,0,34,3,54,NA,NA,0275-2565,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Department of Psychology, Hiram College, PO Box 67, Hiram, OH 44234, USA",NA,NA,NA,01/01/1998,ZOOREC:ZOOR13500041016,9802515
1,J,"van Hooff, Jan A.R.A.M.; Lukkenaar, Bas",,NA,NA,,,,NA,NA,NA,Captive chimpanzee takes down a drone: tool use toward a flying object.,NA,NA,NA,,NA,NA,NA,Primates,NA,NA,NA,56,4,NA,NA,289,292,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Oct-15,2015,"On 10 April 2015, a Dutch TV crew was filming at the Royal Burgers Zoo in Arnhem, The Netherlands. It was the intention to film the chimpanzees in the enclosure from close-by and from above with the means of a drone. When the drone came a bit closer to the chimpanzees, a female individual made two sweeps with a branch that she held in one hand. The second one was successful and downed the drone. The use of the stick in this context was a unique action. It seemed deliberate given the decision to collect it and carry it to a place where the drone might be attacked. This episode adds to the indications that chimpanzees engage in forward planning of tool-use acts.",NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,3,0,5,NA,NA,0032-8332,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Royal Burgers Zoo, Antoon van Hooffpl 1, Arnhem, NL-6816 SH, Netherlands",NA,NA,NA,07/01/2016,ZOOREC:ZOOR15201001584,26335688
1,B,"Hopkins, William D.",,NA,NA,,,"Platt, Michael L.; Ghazanfar, Asif A.",NA,NA,NA,The comparative neuropsychology of tool use in primates with specific references to chimpanzees and capuchin monkeys.,NA,NA,NA,,NA,NA,NA,Primate neuroethology.,NA,NA,NA,,,NA,NA,587,614,NA,NA,NA,,NA,NA,NA,NA,NA,,Book chapter,2010,2010,,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,NA,NA,,NA,978-0-19-532659-8,NA,NA,NA,NA,NA,NA,NA,NA,"Department of Psychology, Agnes Scott College, Decatur, GA, USA",NA,NA,NA,01/01/2010,ZOOREC:ZOOR14710073881,NA
1,J,"Hansell, Mike; Ruxton, Graeme D.",,NA,NA,,,,NA,NA,NA,Setting tool use within the context of animal construction behaviour.,NA,NA,NA,,NA,NA,NA,Trends in Ecology & Evolution,NA,NA,NA,23,2,NA,NA,73,78,NA,NA,NA,10.1016/j.tree.2007.10.006,NA,NA,NA,NA,NA,,Article,Feb-08,2008,"Tool use and manufacture are given prominence by their rarity and suggested relation to human lineage. Here, we question the view that tool use is rare because cognitive abilities act as an evolutionary constraint and suggest that tools are actually seldom very useful compared with anatomical adaptations. Furthermore, we argue that focussing on animal tool use primarily in terms of human evolution can lead to important insights regarding the ecological and cognitive abilities of non-human tool users being overlooked. We argue that such oversight can best be avoided by examining tools within the wider context of construction behaviours by animals (such as nest building and trap construction).",NA,NA,NA,NA,NA,NA,NA,NA,106,1,0,0,80,0,113,NA,NA,0169-5347,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Glasgow, Inst Biomed and Life Sci, Glasgow G12 8QQ, Lanark, United Kingdom",NA,NA,NA,01/02/2008,ZOOREC:ZOOR14408044414,18191279
1,B,"Matsuzawa, Tetsuro",,NA,NA,"Matsuzawa, Tetsuro/ABE-9654-2021","Matsuzawa, Tetsuro/0000-0002-8147-2725","Matsuzawa, Tetsuro; Humle, Tatyana; Sugiyama, Yukimara",NA,NA,NA,Stone tools for nut-cracking.,NA,NA,NA,,NA,NA,NA,The chimpanzees of Bossou and Nimba. [Primatology monographs.],NA,NA,NA,,,NA,NA,73,83,NA,NA,NA,,NA,NA,NA,NA,NA,,Book chapter,2011,2011,,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,0,6,0,12,NA,NA,,NA,978-4-431-53920-9,NA,NA,NA,NA,NA,NA,NA,NA,"Primate Research Institute, Kyoto University, 41-2 Kanrin, Inuyama, Aichi 484-8506, Japan",NA,NA,NA,01/01/2011,ZOOREC:ZOOR14711080888,NA
1,B,"McGrew, W.C.","Wrangham, Richard W.; McGrew, W.C.; de Waal, Frans B.M.; Heltne, Paul G.",NA,NA,,,,NA,NA,NA,Tools compared.,NA,NA,NA,,NA,NA,NA,Chimpanzee cultures.,NA,NA,NA,,,NA,NA,25,39,NA,NA,NA,,NA,NA,NA,NA,NA,,Book chapter,1994,1994,,NA,NA,NA,NA,NA,NA,NA,NA,24,0,0,0,6,1,25,NA,NA,,NA,674116623,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,01/01/1994,ZOOREC:ZOOR13100056246,NA
1,J,"Hirata, Satoshi; Myowa, Masako; Matsuzawa, Tetsuro",,NA,NA,"Myowa, Masako/E-8965-2010",,,NA,NA,NA,Use of leaves as cushions to sit on wet ground by wild chimpanzees.,NA,NA,NA,,NA,NA,NA,American Journal of Primatology,NA,NA,NA,44,3,NA,NA,215,220,NA,NA,NA,10.1002/(SICI)1098-2345(1998)44:3<215::AID-AJP4>3.0.CO;2-Z,NA,NA,NA,NA,NA,,Article,1998,1998,"A new type of tool use, leaf cushion, by wild chimpanzees (Pan troglodytes verus) at Bossou, Guinea, was found. We report two cases: one is indirect evidence; the other is direct observation of a chimpanzee who used the tool. Both cases indicate that chimpanzees used a set of leaves as a cushion while sitting on wet ground. Chimpanzees at Bossou show various kinds of tool use, some of which are unique to the community. Most of these behavioral patterns are subsistence tool use for obtaining food, as at other study sites. The use of leaves as a cushion adds to the few instances of nonsubsistence, elementary technology seen used by wild chimpanzees.",NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,0,13,0,24,NA,NA,0275-2565,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Primate Research Institute, Kyoto University, Inuyama, Aichi, 484-8506, Japan",NA,NA,NA,01/01/1998,ZOOREC:ZOOR13400064545,9519241
1,J,"Rutledge, Robb; Hunt, Gavin R.",,NA,NA,,"Rutledge, Robb/0000-0001-7337-5039",,NA,NA,NA,Lateralized tool use in wild New Caledonian crows.,NA,NA,NA,,NA,NA,NA,Animal Behaviour,NA,NA,NA,67,2,NA,NA,327,332,NA,NA,NA,10.1016/j.anbehav.2003.07.002,NA,NA,NA,NA,NA,,Article,Feb-04,2004,"Many vertebrate species exhibit sensory and motor asymmetries. Laterality studies of tool use have focused on primates, where hemispheric asymmetries, manifested behaviourally in hand preferences, are thought to be associated with complex motor tasks. Here we report strong individual lateralization for tool use in birds. New Caledonian crows, Corvus moneduloides, hold stick tools with their bills while foraging, often with the nonworking end laterally positioned on one side of the head and the working end possibly positioned in the binocular field. We observed four wild crows to determine whether tools were consistently held on one side. All crows showed a significant preference (two right, two left). This preference was independent of any asymmetry in tool manufacture and held for artificial holes similarly accessible for tools held on either side. This is the first demonstration of lateralized tool use in a nonprimate. In addition, all 173 tools used unilaterally were held only on a crow's preferred side. Such pronounced individual laterality for tool use in natural conditions has previously been reported only in humans and chimpanzees.",NA,NA,NA,NA,NA,NA,NA,NA,40,0,1,0,32,0,46,NA,NA,0003-3472,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Department of Psychology, University of Auckland, Private Bag 92019, Auckland, New Zealand",NA,NA,NA,01/02/2004,ZOOREC:ZOOR14005031176,NA
1,J,"Johnsson, Robin D.; Connelly, Farley; Lesku, John A.",,NA,NA,,"Johnsson, Robin D./0000-0002-6526-677X; Lesku, John/0000-0001-5073-6954",,NA,NA,NA,Preliminary evidence of tool use in an Australian magpie?,NA,NA,NA,,NA,NA,NA,Behaviour,NA,NA,NA,159,15,NA,NA,1483,1497,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Nov-22,2022,"We investigated tool use in twelve wild-caught Australian magpies. When presented with a tool use apparatus consisting of two transparent walls with a food reward placed in-between, seven magpies pulled the stick out of the apparatus acquiring the food within. On one occasion, one magpie manipulated the removed stick, carried it back to the apparatus, dropped it between the two walls and proceeded to rake out the food within reach of its beak. We believe this observation is important for the field of comparative cognition as it (1) is the first study to report stick tool use in Australian magpies, and (2) shows a novel behaviour in a ground foraging bird that, as far as we know, do not naturally use tools for food extraction. This study provides preliminary evidence that Australian magpies may be added to the list of bird species that can use tools.",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,NA,NA,0005-7959,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"La Trobe Univ, Sch Agr Biomed & Environm, Melbourne, Vic, Australia",NA,NA,NA,30/04/2023,ZOOREC:ZOOR15905029138,NA
