Name,Category,X2023.JIF,Group,Notes
Proceedings of the Royal Society of Queensland,NA,NA,NA,
Proceedings of the West Virginia Academy of Science,NA,NA,NA,
Proceedings of the Western Foundation of Vertebrate Zoology,NA,NA,NA,
Proceedings of the Zoological Society (Calcutta),NA,NA,NA,
Proceedings of the Zoological Society Calcutta,NA,NA,NA,
Proceedings of the Zoological Society of London,NA,NA,NA,
Proceedings Royal Society of London Series B Biological Sciences,ECOLOGY,3.8,General,"Bio is second cat. From journal website: ""Proceedings B is the Royal Society’s flagship biological research journal, accepting original articles and reviews of outstanding scientific importance and broad general interest. The main criteria for acceptance are that a study is novel, and has general significance to biologists. Articles published cover the breadth of the biological sciences; many but not all articles have direct relevance to organisms and the environments in which they live. The scope of articles that we publish includes, but is not limited to: behaviour, development, physiology, ecology, evolution, genetics, genomics, global change, conservation, morphology, biomechanics, neuroscience, cognition and paleobiology. Authors are encouraged to submit articles not only in these fields, but in all branches of biology."""
Proceedings Washington State Ent Society,NA,NA,NA,
Proceedings XIII Internat Orn Congr Ithaca 1962,NA,NA,NA,
Progressive Fish-Culturist,FISHERIES - SCIE,0.529,Applied,
Promerops,NA,NA,NA,
Przeglad Przyrodniczy,NA,NA,NA,
Przeglad Zool,NA,NA,NA,
Przeglad Zoologiczny,NA,NA,NA,
Psyche (Cambridge),ENTOMOLOGY,1.6,Taxon,Full title is 'psyche - a journal of entomology'
Psyche Boston,ENTOMOLOGY,1.6,Taxon,Full title is 'psyche - a journal of entomology'
Psyche Boston Mass,ENTOMOLOGY,1.6,Taxon,Full title is 'psyche - a journal of entomology'
Psyche Camb,ENTOMOLOGY,1.6,Taxon,Full title is 'psyche - a journal of entomology'
Psyche Cambridge,ENTOMOLOGY,1.6,Taxon,Full title is 'psyche - a journal of entomology'
Psychonomic Bulletin & Review,"PSYCHOLOGY, MATHEMATICAL",3.2,Cognition,
Pszczelnicze Zeszyty Naukowe,NA,NA,NA,
Ptaki Slaska,NA,NA,NA,
Quaderni del Museo di Storia Naturale di Livorno,NA,NA,NA,
Quaderno di Studi e Notizie di Storia Naturale della Romagna,NA,NA,NA,
Quart J For Twickenham,NA,NA,NA,
Quart Review July,NA,NA,NA,
Quarterly Journal of Experimental Physiology,NA,NA,NA,
Quarterly Review of Biology,BIOLOGY,3.7,General,No second cat
Quaternaire,"GEOSCIENCES, MULTIDISCIPLINARY",1,Other_bio,"From journal website: ""Papers on all aspects of Quaternary research are accepted, multidisciplinary studies are recommended."""
International Journal of Science & Technology,MULTIDISCIPLINARY SCIENCES,0.7,Applied,"No second cat. From journal website: ""IJST is an open access, peer reviewed international journal with a primary objective to provide the academic community and industry for the submission of original research and applications related to Engineering and Sciences. It provides an outlet for research findings and reviews in areas of Engineering and Medical sciences found to be relevant for national and international development."" Basic and applied, so applied"
Queensland Naturalist,NA,NA,NA,
Quercus,NA,NA,NA,
RAF (Royal Air Force) Ornithological Society Newsletter,NA,NA,NA,
Raffles Bulletin of Zoology,ZOOLOGY,1.2,Applied,"From journal website: ""The Raffles Bulletin of Zoology (RBZ) is a peer-reviewed journal, which publishes high quality papers in Taxonomy, Ecology and Conservation Biology of animals from Southeast Asia and its adjacent areas.
"""
Raptor Journal,NA,NA,NA,
Raptor Res,ORNITHOLOGY,1.2,Taxon,
Raptor Research,ORNITHOLOGY,1.2,Taxon,
Rastenievdni Nauki,NA,NA,NA,
Rat en Muis,NA,NA,NA,
Ratel,NA,NA,NA,
Raven,NA,NA,NA,
Records of the Western Australian Museum,NA,NA,NA,
Records of the Zoological Survey of India,NA,NA,NA,
Redia,ZOOLOGY,0.8,Zoology,Full title is 'Redia - journal of zoology'
Redstart,NA,NA,NA,
Redwing,NA,NA,NA,
Regulus,NA,NA,NA,
Rep. Pheasant Trust Norfolk Wildl. Pk,NA,NA,NA,
Rephiberary,NA,NA,NA,
Report Ornamental Pheasant Trust and Norfolk Wildlife Park,NA,NA,NA,
Reproductive Biology and Endocrinology,ENDOCRINOLOGY & METABOLISM,4.2,Other_bio,
Research Bulletin of Obihiro University Natural Science,NA,NA,NA,
Research Bulletin of the Hokkaido University Forests,NA,NA,NA,
Research Journal of Biological Sciences,NA,NA,NA,
Reunion Iberoamericana de Zoologas de Vertebrades,NA,NA,NA,
Caldasia,ZOOLOGY,0.5,Applied,"Second cat is plant sciences. From journal website: ""Caldasia, continuously published since 1940 by the Instituto de Ciencias Naturales, Universidad Nacional de Colombia (Bogotá, Colombia), is a peer-reviewed, open-access journal that publishes both online and in the traditional printed format high quality articles in diverse areas of tropical biology and conservation. Most contributions published by Caldasia are comprehensive studies from northern South America, one of the most biologically diverse, yet poorly known, areas in the world."" Difficult as broad but region-specific. Both applied and basic. Defaulting to applied."
Revista Arvore,FORESTRY,0.6,Applied,
Revista Brasileira de Biologia,NA,NA,NA,
Revista Brasileira de Entomologia,ENTOMOLOGY,0.7,Taxon,
Revista Brasileira de Ornitologia,ORNITHOLOGY - SCIE,0.273,Taxon,JCR year 2021
Revista Brasileira de Zoologia,ZOOLOGY - SCIE,0.54,Zoology,JCR year 2010
Revista Catalana d'Ornitologia,NA,NA,NA,
Revista Chilena de Entomologia,NA,NA,NA,
Revista Chilena de Historia Natural,ECOLOGY,1.3,Ecology,"From journal website: ""Revista Chilena de Historia Natural (RCHN) publishes original research dealing with past and present phenomena from organismic to higher levels of biological organization, considering both empirical and theoretical studies on all kinds of taxa and environments.The major areas covered by RCHN are: botany and zoology; physiological and behavioral ecology; population biology; community and ecosystem ecology; systematics, biogeography and evolution."""
Journal of Ichthyology,ZOOLOGY,0.5,Applied,"Second cat is fisheries. Both applied and basic. From journal website: ""Journal of Ichthyology is a peer-reviewed publication that encompasses original studies in various aspects of fish research. These include fish taxonomy, evolution, molecular biology, morphology, species diversity, zoological geography, genetics, physiology, ecology, behavior, reproduction, embryology, invasions, and conservation. """
Revista Colombiana de Entomologia,ENTOMOLOGY,0.5,Taxon,
Revista de Agricultura (Piracicaba),AGRONOMY,0.3,Applied,Full title is 'Revista de Agricultura Neotropical'
Revista de Biologia Neotropical,NA,NA,NA,
Revista de Biologia Tropical,BIOLOGY,0.8,Applied,"Subtitle: ""international journal of tropical biology and conservation"". From journal website: ""The journal publishes articles in all fields of Tropical biology and conservation. Selection criteria are the amount of new information, quality and interest to a general readership."" Difficult as sounds broad but has conservation emphasis so not general. But also not purely applied. On balance leaning towards applied given conservation is in journal subtitle."
Revista de Biologia Tropicale,NA,NA,NA,
Revista de la Sociedad Entomologica Argentina,ENTOMOLOGY,0.5,Taxon,
Revista del Museo Argentino de Ciencias Naturales,NA,NA,NA,
Revista Muzeelor,NA,NA,NA,
Revista Nordestina de Biologia,NA,NA,NA,
Revista Sociedad Entomologica Argentina,NA,NA,NA,
Revue Comport Anim,NA,NA,NA,
Revue d'Ecologie et de Biologie du Sol,NA,NA,NA,
Revue d'Ecologie la Terre et la Vie,NA,NA,NA,
Revue de Primatologie,NA,NA,NA,
Revue de Zoologie Africaine,NA,NA,NA,
Revue de Zoologie et de Botanique Africaines,NA,NA,NA,
Revue Ecol Biol Sol,NA,NA,NA,
Revue Francaise d'Aquariologie Herpetologie,NA,NA,NA,
Revue roum. Biol. (Zool.),NA,NA,NA,
Revue Roumaine de Biologie Serie de Biologie Animale,NA,NA,NA,
Revue Roumaine de Biologie Serie de Zoologie,NA,NA,NA,
Revue Suisse de Zoologie,ZOOLOGY,0.5,Zoology,
Revue Zool Afr,NA,NA,NA,
Ring,NA,NA,NA,
Ringing & Migration,NA,NA,NA,
Rishiri Studies,NA,NA,NA,
River Research and Applications,ENVIRONMENTAL SCIENCES,1.7,Applied,
Rivista del Museo Civico di Scienze Naturali Enrico Caffi,NA,NA,NA,
Rivista di Biologia Biology Forum,NA,NA,NA,
Rivista Italiana di Ornitologia,NA,NA,NA,
Romanian Journal of Biology Zoology,NA,NA,NA,
Royal Air Force Ornithological Society Journal,NA,NA,NA,
Royal Society Open Science,MULTIDISCIPLINARY SCIENCES,2.9,General,No second cat. 
Royal Society Philosophical Transactions Biological Sciences,BIOLOGY,5.4,General,No second cat
Russian Entomological Journal,NA,NA,NA,
Russian Journal of Ecology,ECOLOGY,1,Ecology,
Russian Journal of Herpetology,ZOOLOGY,0.9,Taxon,
Russkii Ornitologicheskii Zhurnal,NA,NA,NA,
Russkii Ornitologicheskii Zhurnal Ekspress Vypusk,NA,NA,NA,
Saeugetierkundliche Informationen,NA,NA,NA,
Sains Malaysiana,MULTIDISCIPLINARY SCIENCES,0.7,General,"No second cat. From journal website: ""It contains articles on Earth Sciences, Health Sciences, Life Sciences, Mathematical Sciences and Physical Sciences."""
Salamandra,ZOOLOGY,1.3,Taxon,
Sandgrouse,NA,NA,NA,
Sandnats,NA,NA,NA,
Saturnia,NA,NA,NA,
Saugetierkundliche Mitteilungen,NA,NA,NA,
Sauria,NA,NA,NA,
Sbornik Trudov Zoologicheskogo Muzeya MGU (Moskovskogo Gosudarstvennogo Universiteta),NA,NA,NA,
Sbornik Zapadoceskeho Muzea v Plzni Priroda,NA,NA,NA,
Scanning Microscopy,NA,NA,NA,
Scarabaeus,NA,NA,NA,
Schweizerische Zeitschrift fuer Hydrologie,NA,NA,NA,
Sci Progr Paris,NA,NA,NA,Ambiguous abbreviation. 'Science Progress' is listed but based in England…
Science,MULTIDISCIPLINARY SCIENCES,44.7,General,No second cat
Science (Washington D C),MULTIDISCIPLINARY SCIENCES,44.7,General,No second cat
Science Advances,MULTIDISCIPLINARY SCIENCES,11.7,General,No second cat
Science Bulletin of the Faculty of Agriculture Kyushu University,NA,NA,NA,
Science New York,MULTIDISCIPLINARY SCIENCES,44.7,General,No second cat
Science of Nature,MULTIDISCIPLINARY SCIENCES,2.1,General,"From journal website: ""The Science of Nature - Naturwissenschaften - is Springer's flagship multidisciplinary science journal. The journal is dedicated to the fast publication and global dissemination of high-quality research and invites papers, which are of interest to the broader community in the biological sciences. Contributions from the chemical, geological, and physical sciences are welcome if contributing to questions of general biological significance. """
Science Report of Shima Marineland,NA,NA,NA,
Science Reports of Kanazawa University,NA,NA,NA,
Scientific American,MULTIDISCIPLINARY SCIENCES,3.1,General,No second cat
Scientific Reports,MULTIDISCIPLINARY SCIENCES,3.8,General,No second cat
Scopus,NA,NA,NA,
Scottish Birds,NA,NA,NA,
Scottish Natural Heritage Commissioned Report,NA,NA,NA,
Scottish Naturalist,NA,NA,NA,
Seabird Group Newsletter,NA,NA,NA,
Search (Doncaster),MULTIDISCIPLINARY SCIENCES - SCIE,0.036,General,No second cat. JCR year 1997. Can find no further information about this journal online. Only one article in database.
Seevoegel,NA,NA,NA,
Selevinia,NA,NA,NA,
SEPM (Society for Sedimentary Geology) Special Publication,NA,NA,NA,
Shengtaixue Zazhi,NA,NA,NA,
Shropshire Naturalist,NA,NA,NA,
Sibirskii Ekologicheskii Zhurnal,NA,NA,NA,
Sichuan Journal of Zoology,NA,NA,NA,
Sitzungsberichte der Gesellschaft Naturforschender Freunde Berlin,NA,NA,NA,
Slovak Raptor Journal,NA,NA,NA,
Sluka,NA,NA,NA,
Smithsonian Contributions to Zoology,NA,NA,NA,
Smithsonian Report,NA,NA,NA,
SOBoletim,NA,NA,NA,
Social Insects,NA,NA,NA,
Societa Veneziana di Scienze Naturali Lavori,NA,NA,NA,
Sociobiology,ENTOMOLOGY,0.7,Taxon,
SOG (Suffolk Ornithologists' Group) Bulletin,NA,NA,NA,
Soil Biology & Biochemistry,SOIL SCIENCE,9.8,Applied,
Soil Biology and Biochemistry,SOIL SCIENCE,9.8,Applied,
Sonoran Herpetologist,NA,NA,NA,
South African Journal of Agricultural Science,NA,NA,NA,
South African Journal of Science,MULTIDISCIPLINARY SCIENCES,1.5,General,"No second cat. From journal page: ""The South African Journal of Science is an open access, multidisciplinary journal published bimonthly by the Academy of Science of South Africa. Its objective is to promote the visibility and impact of South African and African research by publishing high-quality original research from Africa or on African-relevant issues that will be of interest to readers in any discipline and for the benefit of scholars, educators, the general public and policymakers. It also provides a forum for discussion of news and developments in research and higher education."""
Journal of Zoo and Aquarium Research,ZOOLOGY,0.7,Applied,"From journal website: ""The Journal of Zoo and Aquarium Research (JZAR) provides a forum for publication of novel, peer-reviewed research papers, reviews, technical reports and evidence-based case studies. Through their living collections, zoos and aquariums are uniquely placed to contribute to conservation-related research. Research categories covered by JZAR includes studies in pure and applied biological sciences (e.g. behaviour, genetics, medicine, nutrition, population management and reproduction), in situ conservation research (e.g. socio-economic and field surveys) and research aimed at developing other roles of zoos and aquariums (e.g. visitor learning and marketing surveys)."""
South African Journal of Zoology,ZOOLOGY - SCIE,0.607,Zoology,
South American Journal of Herpetology,ZOOLOGY,0.7,Taxon,
South Asian Journal of Experimental Biology,NA,NA,NA,
South Aust Nat,NA,NA,NA,
South Australian Ornithologist,NA,NA,NA,
Southeastern Fishes Council Proceedings,NA,NA,NA,
Southeastern Naturalist,ECOLOGY,0.6,Ecology,"From journal website: ""Southeastern Naturalist publishes natural history research related to all aspects of the biology and ecology of the organisms and environments of the southeastern portion of North America."""
Southwestern Entomologist,ENTOMOLOGY,0.3,Taxon,
Southwestern Naturalist,ECOLOGY - SCIE,0.2,Ecology,"From journal website: ""The Southwestern Naturalist, founded in 1953, publishes natural history research, particularly on the study of the biota found in the region that includes the southwestern United States, Mexico, and Central America."""
Special Publication of the British Ecological Society,NA,NA,NA,
Special Publications of the Japan Hymenopterists Association,NA,NA,NA,
Species Diversity,NA,NA,NA,
Sphecos,NA,NA,NA,
Strix,NA,NA,NA,
Studi Trentini di Scienze Naturali,NA,NA,NA,
Studies in Avian Biology,NA,NA,NA,
Neotropical Biology and Conservation,ZOOLOGY,0.7,Applied,Third cat is biodiversity conservation
Stuttgarter Beitraege zur Naturkunde Serie A (Biologie),NA,NA,NA,
Suffolk Natural History,NA,NA,NA,
Suiform Soundings,NA,NA,NA,
Suisan Zoshoku,NA,NA,NA,
Sunbird,NA,NA,NA,
Suomen Hyonteistieteellinen Aikakauskirja,NA,NA,NA,
Supplemento alle Ricerche di Biologia della Selvaggina,NA,NA,NA,
Sveriges Natur,NA,NA,NA,
Studies on Neotropical Fauna and Environment,ZOOLOGY,0.8,Zoology,"From journal website: ""The aims and scope of the Journal are, besides taxonomic and zoogeographic surveys, analyses of animal communities and their relationship with biotic and abiotic environmental conditions. This includes the fauna of both terrestrial and fresh water ecosystems in the Neotropics. Contributions that represent original research and mini-reviews are welcome."""
Sylvia,NA,NA,NA,
Symbiosis,MICROBIOLOGY,2.1,Other_bio,
Symposia of the Zoological Society of London,NA,NA,NA,
Systematic and Applied Acarology,ENTOMOLOGY,1.3,Applied,
Systematics Association Special Volume Series,NA,NA,NA,
Takkeling,NA,NA,NA,
Tap Chi Sinh Vat Hoc,NA,NA,NA,
Taprobanica,NA,NA,NA,
Tasmanian Naturalist,NA,NA,NA,
Termeszetvedelmi Kozlemenyek,NA,NA,NA,
Terre et la Vie,ECOLOGY - SCIE,0.333,Ecology,Full title is 'revue d'ecology: la terre et al vie'
TERRE ET LA VIE,ECOLOGY - SCIE,0.333,Ecology,Full title is 'revue d'ecology: la terre et al vie'
Tethys Entomological Research,NA,NA,NA,
Texas Journal of Science,ZOOLOGY - SCIE,0.113,Zoology,Ecology is second cat. Ambiguous but favouring zoology given general title of journal and that ecology is second cat. 
Thailand Natural History Museum Journal,NA,NA,NA,
TI-Magazin,NA,NA,NA,
Tichodroma,NA,NA,NA,
Tigerpaper (Bangkok),NA,NA,NA,
Timehri,NA,NA,NA,
Tiscia (Szeged),NA,NA,NA,
TORI BULLETIN OF THE ORNITHOLOGICAL SOCIETY OF JAPAN,NA,NA,NA,
Trans Acad Sci New York Ser,NA,NA,NA,
Transactions of the American Entomological Society,ENTOMOLOGY,0.4,Taxon,
Transactions of the American Entomological Society (Philadelphia),ENTOMOLOGY,0.4,Taxon,
Transactions of the American Fisheries Society,FISHERIES,2,Applied,
Transactions of the Kansas Academy of Science,NA,NA,NA,
Transactions of the Northeast Fish and Wildlife Conference,NA,NA,NA,
Transactions of the Royal Society of South Africa,MULTIDISCIPLINARY SCIENCES - SCIE,0.049,General,No second cat. 
Transactions of the Shikoku Entomological Society,NA,NA,NA,
Travaux de l'Institut Scientifique Serie Zoologie,NA,NA,NA,
Travaux du Museum d'Histoire Naturelle Grigore Antipa,NA,NA,NA,
Travaux du Museum National d'Histoire Naturelle Grigore Antipa,NA,NA,NA,
Trends in Ecology & Evolution,ECOLOGY,16.7,Ecology,
Treubia,NA,NA,NA,
Trochilus,NA,NA,NA,
Tropical Conservation Science,BIODIVERSITY CONSERVATION,1.7,Applied,
Tropical Ecology,ECOLOGY,1.1,Ecology,
Tropical Fish Hobbyist,NA,NA,NA,
Ohio Journal of Science,ZOOLOGY - SCIE,0.114,General,"Second cat is ecology. Aims are broad however. From journal website: ""The Ohio Journal of Science (OJS) has published peer-reviewed, original contributions to science, education, engineering, and technology since 1900. Authors include academic professionals, undergraduate and graduate students and high-achieving high school students. The OJS encourages submission of manuscripts relevant to Ohio, but readily considers all submissions that advance the mission of The Ohio Academy of Science to foster curiosity, discovery and innovation to benefit society. """
Tropical Natural History,NA,NA,NA,
Tropical Zoology,ZOOLOGY,0.7,Zoology,
Tropical Zoology (Florence),ZOOLOGY,0.7,Zoology,
Tropische Voegel,NA,NA,NA,
Trudy Biologicheskogo Instituta Sibirskoe Otdelenie Akademiya Nauk SSSR,NA,NA,NA,
Trudy Biologicheskogo Nauchno-Issledovatel'skogo Instituta,NA,NA,NA,
Trudy Instituta Zoologii Alma Ata Seriya Zoologicheskaya,NA,NA,NA,
Trudy Pribaltiiskoi Ornitologicheskoi Konferentsii,NA,NA,NA,
Trudy Russkogo Entomologicheskogo Obshchestva,NA,NA,NA,
Trudy Zoologicheskogo Instituta,NA,NA,NA,
Tuatara,NA,NA,NA,
Turkish Journal of Zoology,ZOOLOGY,1.3,Zoology,
Tuzok,NA,NA,NA,
U S Fish and Wildlife Service Fish and Wildlife Technical Report,NA,NA,NA,
U S Forest Service General Technical Report PSW,NA,NA,NA,
U S Geological Survey Open-File Report,NA,NA,NA,
UAS Technical Series University of Agricultural Sciences Hebbal,NA,NA,NA,
Uccelli d'Italia,NA,NA,NA,
Uchenye Zap Azerb gos Univ (Ser biol Nauk),NA,NA,NA,
Uchenye Zap leningr gos pedagog Inst im AI Gertsena,NA,NA,NA,
UCHENYE ZAPISKI PERMSKOGO GOSUDARSTVENNOGO PEDAGOGICHESKOGO INSTITUTA,NA,NA,NA,
Uludag Aricilik Dergisi,NA,NA,NA,
Universidade Federal de Juiz de Fora Instituto de Ciencias Biologicas e de Geociencias Boletim,NA,NA,NA,
University of California Publications in Entomology,NA,NA,NA,
University of California Publications in Zoology,NA,NA,NA,
University of Hawaii Cooperative National Park Resources Studies Unit Technical Report,NA,NA,NA,
University of Kansas Museum of Natural History Special Publication,NA,NA,NA,
South African Journal of Wildlife Research,ZOOLOGY - SCIE,1.143,Applied,"Ecology is second cat. From journal website: ""Original full-length papers, short communications, book reviews as well as reviews on research and management in the field of renewable natural resources are published"""
Ursus,ZOOLOGY,0.6,Applied,"From journal website: ""Ursus, published by the International Association for Bear Research and Management, includes a variety of articles on all aspects of bear management and research worldwide. Ursus also publishes reviews and work on public policy and legal issues related to wildlife conservation."""
Uspekhi Sovremennoi Biologii,NA,NA,NA,
Uttar Pradesh Journal of Zoology,NA,NA,NA,
Uzbekskii Biologicheskii Zhurnal,NA,NA,NA,
Var Fagelvarld,NA,NA,NA,
Var Fagelvarld Suppl,NA,NA,NA,
Var Fuglefauna,NA,NA,NA,
VeIiger,NA,NA,NA,
Veliger,NA,NA,NA,
Veldornitologisch Tijdschrift,NA,NA,NA,
Verhandlungen der Deutschen Zoologischen Gesellschaft,NA,NA,NA,
Verhandlungen der Deutschen Zoologischen Gesellschaft Berlin,NA,NA,NA,
Verhandlungen der Deutschen Zoologischen Gesellschaft Leipzig,NA,NA,NA,
Verhandlungen der Gesellschaft fuer Ichthyologie (GfI) e V,NA,NA,NA,
Verhandlungen der Gesellschaft fuer Oekologie,NA,NA,NA,
Verhandlungen der Ornithologischen Gesellschaft in Bayern,NA,NA,NA,
Veroeffentlichungen aus dem Ueberseemuseum Bremen Reihe A,NA,NA,NA,
Veroeffentlichungen fuer Naturschutz und Landschaftspflege in Baden-Wuerttemberg,NA,NA,NA,
Veroffentlichungen Zool St Samml Munch,NA,NA,NA,
Vertebrate Zoology,ZOOLOGY,2.4,Zoology,"From journal website: ""Research fields covered by Vertebrate Zoology are taxonomy, morphology, anatomy, phylogeny (molecular and morphology-based), historical biogeography, and palaeontology of vertebrates. """
Vest. mosk. gos. Univ.,NA,NA,NA,Ambiguous abbreviation
Vestnik Akad. Nauk Kazakh. SSR,NA,NA,NA,
Vestnik Belorusskogo Gosudarstvennogo Universiteta Seriya 2 Khimiya Biologiya Geografiya,NA,NA,NA,
Vestnik Khar'kovskogo Universiteta,NA,NA,NA,
Vestnik Leningrad Univ,NA,NA,NA,
Vestnik Leningradskogo Universiteta Biologiya,NA,NA,NA,
Vestnik Moskovskogo Gosudarstvennogo Universiteta,NA,NA,NA,
Vestnik Sankt-Peterburgskogo Universiteta Seriya 3 Biologiya,NA,NA,NA,
Vestnik Sel'skokhozyaistvennoi Nauki Kazakhstana,NA,NA,NA,
Vestnik Zoologii,NA,NA,NA,
Vestnik Zoologii Supplement,NA,NA,NA,
Veterinary Clinics of North America Exotic Animal Practice,NA,NA,NA,
Victorian Entomologist,NA,NA,NA,
Victorian Naturalist,NA,NA,NA,
Victorian Naturalist (Blackburn),NA,NA,NA,
Videnskabelige Meddr dansk naturh Foren,NA,NA,NA,
Vie et Milieu (C),ECOLOGY,0.2,Ecology,Full title is 'vie et milieu - life and environment'. Second cat is marine and freshwater/
Vierteljahrsschrift der Naturforschenden Gesellschaft in Zuerich,NA,NA,NA,
Viltrevy (Stockholm),NA,NA,NA,
Vinat. Pesc. Sportiv.,NA,NA,NA,
Virginia Journal of Science,NA,NA,NA,
Vivarium (Lakeside),NA,NA,NA,Ambiguous abbreviation
Voegel der Heimat,NA,NA,NA,
Vogeljaar,NA,NA,NA,
Vogelk,NA,NA,NA,
Vogelkundliche Berichte aus Niedersachsen,NA,NA,NA,
Vogelkundliche Hefte Edertal,NA,NA,NA,
Vogelwarte,NA,NA,NA,
Vogelwelt,NA,NA,NA,
Voprosy Ikhtiologii,NA,NA,NA,
Vulture News,NA,NA,NA,
Vyestsi Natsyyanal'nai Akademii Navuk Byelarusi Syeryya Biyalahichnykh Navuk,NA,NA,NA,
Wageningen Agricultural University Papers,NA,NA,NA,
Waldhygiene,NA,NA,NA,
Waldhygiene Wurzburg,NA,NA,NA,
Walla Walla College Publications,NA,NA,NA,
Wasmann Journal of Biology,NA,NA,NA,
Water Air and Soil Pollution,ENVIRONMENTAL SCIENCES,3.8,Applied,
Waterbirds,ORNITHOLOGY,0.7,Taxon,
WBC News,NA,NA,NA,
Welsh Birds,NA,NA,NA,
West Australian Naturalist,NA,NA,NA,
Western Australian Naturalist,NA,NA,NA,
Western Birds,NA,NA,NA,
Western North American Naturalist,ECOLOGY,0.5,Ecology,"From journal website: ""Western North American Naturalist publishes research on the biological natural history of western North America. Its associated journal, Monographs of the Western North American Naturalist, publishes longer articles on the same theme."""
Wetenschappelijke Mededelingen K.N.N.V. (Koninklijke Nederlandse Natuurhistorische Vereniging),NA,NA,NA,
Wielewaal,NA,NA,NA,
Wildfowl,ORNITHOLOGY,0.5,Taxon,
Wildlife Australia,NA,NA,NA,
Wildlife Biology,ECOLOGY,1.7,Ecology,
Wildlife in Australia,NA,NA,NA,
Wildlife Monogr,ECOLOGY,4.3,Ecology,
Wildlife Monographs,ECOLOGY,4.3,Ecology,
Wildlife Research,ECOLOGY,1.6,Ecology,
Wildlife Society Bulletin,BIODIVERSITY CONSERVATION,0.9,Applied,
Wilson Bull.,ORNITHOLOGY - SCIE,0.656,Taxon,
Wilson Bulletin,ORNITHOLOGY - SCIE,0.656,Taxon,
Wilson Bulletin Ann Arbor,ORNITHOLOGY - SCIE,0.656,Taxon,
Wilson Bulletin Sioux City,ORNITHOLOGY - SCIE,0.656,Taxon,
Wilson Journal of Ornithology,ORNITHOLOGY,0.4,Taxon,
Wingspan,NA,NA,NA,
Wissenschaftliche Zeitschrift der Universitaet Halle Math-Nat,NA,NA,NA,
Wissenschaftliche Zeitschrift Martin-Luther-Universitaet Halle-Wittenberg Mathematisch-Naturwissenschaftliche Reihe,NA,NA,NA,
Working Group on Birds in the Madagascar Region Newsletter,NA,NA,NA,
World Journal of Zoology,NA,NA,NA,
WPA News,NA,NA,NA,
Wszechswiat,NA,NA,NA,
Yearbook American Philosophical Society,NA,NA,NA,
Yingyong Shengtai Xuebao,NA,NA,NA,
Zashchita Rastenii (Moscow),NA,NA,NA,
Zbornik Matice Srpske,NA,NA,NA,Ambiguous abbreviation
Zbornik Matitse Srpske za Prirodne Nauke,NA,NA,NA,
Zbornik Slovenskeho Narodneho Muzea Prirodne Vedy,NA,NA,NA,
Zeitschrift angew Ent,NA,NA,NA,
Zeitschrift des Koelner Zoo,NA,NA,NA,
Zeitschrift fuer Angewandte Entomologie,NA,NA,NA,
ZEITSCHRIFT FUER ANGEWANDTE ENTOMOLOGIE,NA,NA,NA,
Zeitschrift fuer Angewandte Zoologie,NA,NA,NA,
Zeitschrift fuer Mikroskopisch-Anatomische Forschung (Leipzig),NA,NA,NA,
Zeitschrift fuer Morphologie und Oekologie Berlin,NA,NA,NA,
Zeitschrift fuer Morphologie und Oekologie der Tiere,NA,NA,NA,
Zeitschrift fuer Morphologie und Oekologie der Tiere Berlin,NA,NA,NA,
Zeitschrift fuer Naturforschung C Journal of Biosciences,NA,NA,NA,
Zeitschrift fuer Saeugetierkunde,NA,NA,NA,
Zeitschrift fuer Saugietierkunde,NA,NA,NA,
Zeitschrift fuer Tierpsychologie,NA,NA,NA,
ZEITSCHRIFT FUER TIERPSYCHOLOGIE,NA,NA,NA,
Zeitschrift fuer Tierpsychologie Berlin,NA,NA,NA,
Zeitschrift fuer Wissenschaftliche Insektenbiologie Berlin,NA,NA,NA,
Zeitschrift mikrosk-anat Forsch,NA,NA,NA,
Zeitschrift Saugetierk,NA,NA,NA,
Zeitschrift Tierpsychol,NA,NA,NA,
Zeledonia,NA,NA,NA,
Zhejiang Linxueyuan Xuebao,NA,NA,NA,
Zhurnal Evolyutsionnoi Biokhimii i Fiziologii,NA,NA,NA,
Zhurnal Obshchei Biologii,BIOLOGY,0.3,General,No second cat. Translates to 'journal of general biology'
Zhurnal Vysshei Nervnoi Deyatel'nosti Imeni I P Pavlova,PHYSIOLOGY,0.2,Cognition,"Second cat is neurosciences, translated as journal of 'higher nervous activity'"
Zimbabwe Science News,NA,NA,NA,
Ziva,NA,NA,NA,
"Ziva, Prague",NA,NA,NA,
Zoo Biology,ZOOLOGY,1.2,Applied,"Second cat is veterinary sciences. From journal website: ""Zoo Biology is a diverse zoology journal dedicated to the reproduction, demographics, genetics, behavior, medicine, husbandry, nutrition, conservation and all empirical aspects of the exhibition and maintenance of wild animals in wildlife parks, zoos, and aquariums."""
Zoociencias,NA,NA,NA,
Zoodiversity,NA,NA,NA,
Zoogdier,NA,NA,NA,
ZooKeys,ZOOLOGY,1.3,Zoology,"From journal website: ""ZooKeys is a peer-reviewed, open-access, rapidly disseminated journal launched to accelerate research and free information exchange in taxonomy, phylogeny, biogeography and evolution of animals."""
Zool,NA,NA,NA,
Zool J Moscow,NA,NA,NA,
Zoologia,ZOOLOGY,0.7,Zoology,
Zoologica afr,NA,NA,NA,
Zoologica Baetica,NA,NA,NA,
Zoologica New York,NA,NA,NA,
Zoologica New York (part 1),NA,NA,NA,
Zoologica Stuttgart H,NA,NA,NA,
