Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1551-3203,1941-0050,"ENGINEERING, INDUSTRIAL",SCIE,"52,567",11.7,Q1,2.58,4.76%
Cell Reports Medicine,CELL REP MED,CELL PRESS,2666-3791,2666-3791,CELL BIOLOGY,SCIE,"5,610",11.7,Q1,2.57,93.57%
Cell Reports Medicine,CELL REP MED,CELL PRESS,2666-3791,2666-3791,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"5,610",11.7,Q1,2.57,93.57%
NEW ASTRONOMY REVIEWS,NEW ASTRON REV,ELSEVIER SCI LTD,1387-6473,1872-9630,ASTRONOMY & ASTROPHYSICS,SCIE,"1,410",11.7,Q1,2.16,55.56%
Annual Review of Physical Chemistry,ANNU REV PHYS CHEM,ANNUAL REVIEWS,0066-426X,1545-1593,"CHEMISTRY, PHYSICAL",SCIE,"8,369",11.7,Q1,0.84,37.50%
BRITISH JOURNAL OF SPORTS MEDICINE,BRIT J SPORT MED,BMJ PUBLISHING GROUP,0306-3674,1473-0480,SPORT SCIENCES,SCIE,"31,455",11.6,Q1,4.34,29.32%
Physical Review X,PHYS REV X,AMER PHYSICAL SOC,2160-3308,2160-3308,"PHYSICS, MULTIDISCIPLINARY",SCIE,"27,528",11.6,Q1,3.24,98.92%
Clinical Gastroenterology and Hepatology,CLIN GASTROENTEROL H,ELSEVIER SCIENCE INC,1542-3565,1542-7714,GASTROENTEROLOGY & HEPATOLOGY,SCIE,"28,542",11.6,Q1,2.78,28.88%
INTERNATIONAL JOURNAL OF COMPUTER VISION,INT J COMPUT VISION,SPRINGER,0920-5691,1573-1405,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"25,502",11.6,Q1,2.69,22.91%
Liver Cancer,LIVER CANCER,KARGER,2235-1795,1664-5553,GASTROENTEROLOGY & HEPATOLOGY,SCIE,"3,158",11.6,Q1,2.27,100%
Liver Cancer,LIVER CANCER,KARGER,2235-1795,1664-5553,ONCOLOGY,SCIE,"3,158",11.6,Q1,2.27,100%
TRENDS IN BIOCHEMICAL SCIENCES,TRENDS BIOCHEM SCI,CELL PRESS,0968-0004,1362-4326,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"19,707",11.6,Q1,1.35,39.45%
JAMA Dermatology,JAMA DERMATOL,AMER MEDICAL ASSOC,2168-6068,2168-6084,DERMATOLOGY,SCIE,"9,976",11.5,Q1,3.79,10.28%
JOURNAL OF ECONOMIC LITERATURE,J ECON LIT,AMER ECONOMIC ASSOC,0022-0515,2328-8175,ECONOMICS,SSCI,"12,175",11.5,Q1,3.67,0%
ENDOSCOPY,ENDOSCOPY,GEORG THIEME VERLAG KG,0013-726X,1438-8812,GASTROENTEROLOGY & HEPATOLOGY,SCIE,"13,895",11.5,Q1,3.12,14.63%
ENDOSCOPY,ENDOSCOPY,GEORG THIEME VERLAG KG,0013-726X,1438-8812,SURGERY,SCIE,"13,895",11.5,Q1,3.12,14.63%
Industrial and Organizational Psychology-Perspectives on Science and Practice,IND ORGAN PSYCHOL-US,CAMBRIDGE UNIV PRESS,1754-9426,1754-9434,"PSYCHOLOGY, APPLIED",SSCI,"1,864",11.5,Q1,3.07,30.77%
GENOMICS PROTEOMICS & BIOINFORMATICS,GENOM PROTEOM BIOINF,ELSEVIER,1672-0229,2210-3244,GENETICS & HEREDITY,SCIE,"5,439",11.5,Q1,2.58,93.94%
Blood Cancer Discovery,BLOOD CANCER DISCOV,AMER ASSOC CANCER RESEARCH,2643-3230,2643-3249,HEMATOLOGY,ESCI,"1,059",11.5,Q1,2.55,35.48%
Blood Cancer Discovery,BLOOD CANCER DISCOV,AMER ASSOC CANCER RESEARCH,2643-3230,2643-3249,ONCOLOGY,ESCI,"1,059",11.5,Q1,2.55,35.48%
JOURNAL OF MARKETING,J MARKETING,SAGE PUBLICATIONS INC,0022-2429,1547-7185,BUSINESS,SSCI,"27,613",11.5,Q1,2.33,21.15%
Chem Catalysis,CHEM CATALYSIS,CELL PRESS,2667-1093,2667-1093,"CHEMISTRY, PHYSICAL",ESCI,"3,477",11.5,Q1,1.34,67.14%
PROGRESS IN AEROSPACE SCIENCES,PROG AEROSP SCI,PERGAMON-ELSEVIER SCIENCE LTD,0376-0421,1873-1724,"ENGINEERING, AEROSPACE",SCIE,"6,746",11.5,Q1,1.3,33.68%
Progress in Energy,PROG ENERGY,IOP Publishing Ltd,N/A,2516-1083,ENERGY & FUELS,ESCI,750,11.5,Q1,0.65,60%
Arthritis & Rheumatology,ARTHRITIS RHEUMATOL,WILEY,2326-5191,2326-5205,RHEUMATOLOGY,SCIE,"19,425",11.4,Q1,3.32,31.48%
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,J ALLERGY CLIN IMMUN,MOSBY-ELSEVIER,0091-6749,1097-6825,ALLERGY,SCIE,"58,005",11.4,Q1,2.64,37.85%
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,J ALLERGY CLIN IMMUN,MOSBY-ELSEVIER,0091-6749,1097-6825,IMMUNOLOGY,SCIE,"58,005",11.4,Q1,2.64,37.85%
Journal of Advanced Research,J ADV RES,ELSEVIER,2090-1232,2090-1224,MULTIDISCIPLINARY SCIENCES,SCIE,"10,834",11.4,Q1,2.63,96.59%
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,J EXP CLIN CANC RES,BMC,N/A,1756-9966,ONCOLOGY,SCIE,"24,723",11.4,Q1,2.34,99.89%
WATER RESEARCH,WATER RES,PERGAMON-ELSEVIER SCIENCE LTD,0043-1354,1879-2448,"ENGINEERING, ENVIRONMENTAL",SCIE,"139,373",11.4,Q1,2.14,20.28%
WATER RESEARCH,WATER RES,PERGAMON-ELSEVIER SCIENCE LTD,0043-1354,1879-2448,ENVIRONMENTAL SCIENCES,SCIE,"139,373",11.4,Q1,2.14,20.28%
WATER RESEARCH,WATER RES,PERGAMON-ELSEVIER SCIENCE LTD,0043-1354,1879-2448,WATER RESOURCES,SCIE,"139,373",11.4,Q1,2.14,20.28%
TRENDS IN ENDOCRINOLOGY AND METABOLISM,TRENDS ENDOCRIN MET,CELL PRESS,1043-2760,1879-3061,ENDOCRINOLOGY & METABOLISM,SCIE,"12,130",11.4,Q1,1.57,30.48%
Annual Review of Cell and Developmental Biology,ANNU REV CELL DEV BI,ANNUAL REVIEWS,1081-0706,1530-8995,CELL BIOLOGY,SCIE,"9,955",11.4,Q1,1.27,32.76%
Annual Review of Cell and Developmental Biology,ANNU REV CELL DEV BI,ANNUAL REVIEWS,1081-0706,1530-8995,DEVELOPMENTAL BIOLOGY,SCIE,"9,955",11.4,Q1,1.27,32.76%
CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,CRIT REV ENV SCI TEC,TAYLOR & FRANCIS INC,1064-3389,1547-6537,ENVIRONMENTAL SCIENCES,SCIE,"11,997",11.4,Q1,0.85,14.49%
ENDOCRINE PATHOLOGY,ENDOCR PATHOL,HUMANA PRESS INC,1046-3976,1559-0097,ENDOCRINOLOGY & METABOLISM,SCIE,"2,232",11.3,Q1,3.04,31.30%
ENDOCRINE PATHOLOGY,ENDOCR PATHOL,HUMANA PRESS INC,1046-3976,1559-0097,PATHOLOGY,SCIE,"2,232",11.3,Q1,3.04,31.30%
ACS Catalysis,ACS CATAL,AMER CHEMICAL SOC,2155-5435,2155-5435,"CHEMISTRY, PHYSICAL",SCIE,"130,342",11.3,Q1,1.7,10.79%
Annual Review of Earth and Planetary Sciences,ANNU REV EARTH PL SC,ANNUAL REVIEWS,0084-6597,1545-4495,ASTRONOMY & ASTROPHYSICS,SCIE,"10,278",11.3,Q1,1.47,41.10%
Annual Review of Earth and Planetary Sciences,ANNU REV EARTH PL SC,ANNUAL REVIEWS,0084-6597,1545-4495,"GEOSCIENCES, MULTIDISCIPLINARY",SCIE,"10,278",11.3,Q1,1.47,41.10%
Earth System Science Data,EARTH SYST SCI DATA,COPERNICUS GESELLSCHAFT MBH,1866-3508,1866-3516,"GEOSCIENCES, MULTIDISCIPLINARY",SCIE,"14,561",11.2,Q1,2.6,99.63%
Earth System Science Data,EARTH SYST SCI DATA,COPERNICUS GESELLSCHAFT MBH,1866-3508,1866-3516,METEOROLOGY & ATMOSPHERIC SCIENCES,SCIE,"14,561",11.2,Q1,2.6,99.63%
Journal of Materials Science & Technology,J MATER SCI TECHNOL,JOURNAL MATER SCI TECHNOL,1005-0302,1941-1162,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"43,625",11.2,Q1,2.53,3.65%
Journal of Materials Science & Technology,J MATER SCI TECHNOL,JOURNAL MATER SCI TECHNOL,1005-0302,1941-1162,METALLURGY & METALLURGICAL ENGINEERING,SCIE,"43,625",11.2,Q1,2.53,3.65%
Annual Review of Control Robotics and Autonomous Systems,ANNU REV CONTR ROBOT,ANNUAL REVIEWS,N/A,2573-5144,AUTOMATION & CONTROL SYSTEMS,SCIE,"1,722",11.2,Q1,2.21,30.99%
Annual Review of Control Robotics and Autonomous Systems,ANNU REV CONTR ROBOT,ANNUAL REVIEWS,N/A,2573-5144,ROBOTICS,SCIE,"1,722",11.2,Q1,2.21,30.99%
Annual Review of Pharmacology and Toxicology,ANNU REV PHARMACOL,ANNUAL REVIEWS,0362-1642,1545-4304,PHARMACOLOGY & PHARMACY,SCIE,"8,212",11.2,Q1,2.12,33.66%
Annual Review of Pharmacology and Toxicology,ANNU REV PHARMACOL,ANNUAL REVIEWS,0362-1642,1545-4304,TOXICOLOGY,SCIE,"8,212",11.2,Q1,2.12,33.66%
Journal of Business Logistics,J BUS LOGIST,WILEY,0735-3766,2158-1592,MANAGEMENT,SSCI,"3,511",11.2,Q1,1.96,35%
SLEEP MEDICINE REVIEWS,SLEEP MED REV,W B SAUNDERS CO LTD,1087-0792,1532-2955,CLINICAL NEUROLOGY,SCIE,"13,516",11.2,Q1,1.79,29.31%
SLEEP MEDICINE REVIEWS,SLEEP MED REV,W B SAUNDERS CO LTD,1087-0792,1532-2955,NEUROSCIENCES,SCIE,"13,516",11.2,Q1,1.79,29.31%
RESOURCES CONSERVATION AND RECYCLING,RESOUR CONSERV RECY,ELSEVIER,0921-3449,1879-0658,"ENGINEERING, ENVIRONMENTAL",SCIE,"47,249",11.2,Q1,1.63,28.10%
RESOURCES CONSERVATION AND RECYCLING,RESOUR CONSERV RECY,ELSEVIER,0921-3449,1879-0658,ENVIRONMENTAL SCIENCES,SCIE,"47,249",11.2,Q1,1.63,28.10%
Annual Review of Ecology Evolution and Systematics,ANNU REV ECOL EVOL S,ANNUAL REVIEWS,1543-592X,1545-2069,ECOLOGY,SCIE,"20,565",11.2,Q1,1.29,29.58%
Annual Review of Ecology Evolution and Systematics,ANNU REV ECOL EVOL S,ANNUAL REVIEWS,1543-592X,1545-2069,EVOLUTIONARY BIOLOGY,SCIE,"20,565",11.2,Q1,1.29,29.58%
COMMUNICATIONS OF THE ACM,COMMUN ACM,ASSOC COMPUTING MACHINERY,0001-0782,1557-7317,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",SCIE,"30,253",11.1,Q1,5.86,4.07%
COMMUNICATIONS OF THE ACM,COMMUN ACM,ASSOC COMPUTING MACHINERY,0001-0782,1557-7317,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",SCIE,"30,253",11.1,Q1,5.86,4.07%
COMMUNICATIONS OF THE ACM,COMMUN ACM,ASSOC COMPUTING MACHINERY,0001-0782,1557-7317,"COMPUTER SCIENCE, THEORY & METHODS",SCIE,"30,253",11.1,Q1,5.86,4.07%
QUARTERLY JOURNAL OF ECONOMICS,Q J ECON,OXFORD UNIV PRESS INC,0033-5533,1531-4650,ECONOMICS,SSCI,"40,042",11.1,Q1,4.23,13.86%
TECHNOVATION,TECHNOVATION,ELSEVIER,0166-4972,1879-2383,"ENGINEERING, INDUSTRIAL",SCIE,"11,239",11.1,Q1,2.47,35.46%
TECHNOVATION,TECHNOVATION,ELSEVIER,0166-4972,1879-2383,MANAGEMENT,SSCI,"11,239",11.1,Q1,2.47,35.46%
TECHNOVATION,TECHNOVATION,ELSEVIER,0166-4972,1879-2383,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,SCIE,"11,239",11.1,Q1,2.47,35.46%
Cell Genomics,CELL GENOM,ELSEVIER,2666-979X,2666-979X,CELL BIOLOGY,ESCI,"1,230",11.1,Q1,2.37,92.42%
Cell Genomics,CELL GENOM,ELSEVIER,2666-979X,2666-979X,GENETICS & HEREDITY,ESCI,"1,230",11.1,Q1,2.37,92.42%
REMOTE SENSING OF ENVIRONMENT,REMOTE SENS ENVIRON,ELSEVIER SCIENCE INC,0034-4257,1879-0704,ENVIRONMENTAL SCIENCES,SCIE,"86,104",11.1,Q1,2.35,54.85%
REMOTE SENSING OF ENVIRONMENT,REMOTE SENS ENVIRON,ELSEVIER SCIENCE INC,0034-4257,1879-0704,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,SCIE,"86,104",11.1,Q1,2.35,54.85%
REMOTE SENSING OF ENVIRONMENT,REMOTE SENS ENVIRON,ELSEVIER SCIENCE INC,0034-4257,1879-0704,REMOTE SENSING,SCIE,"86,104",11.1,Q1,2.35,54.85%
Trends in Environmental Analytical Chemistry,TRENDS ENVIRON ANAL,ELSEVIER,2214-1588,2214-1588,"CHEMISTRY, ANALYTICAL",SCIE,"1,886",11.1,Q1,1.87,14.41%
Trends in Environmental Analytical Chemistry,TRENDS ENVIRON ANAL,ELSEVIER,2214-1588,2214-1588,ENVIRONMENTAL SCIENCES,SCIE,"1,886",11.1,Q1,1.87,14.41%
Small Science,SMALL SCI,WILEY,2688-4046,2688-4046,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,"2,046",11.1,Q1,1.31,87.91%
Small Science,SMALL SCI,WILEY,2688-4046,2688-4046,NANOSCIENCE & NANOTECHNOLOGY,ESCI,"2,046",11.1,Q1,1.31,87.91%
Polymer Reviews,POLYM REV,TAYLOR & FRANCIS INC,1558-3724,1558-3716,POLYMER SCIENCE,SCIE,"3,413",11.1,Q1,0.84,14.49%
Statistics Surveys,STAT SURV,AMER STATISTICAL ASSOC,1935-7516,1935-7516,STATISTICS & PROBABILITY,ESCI,768,11,Q1,6.25,93.75%
BRITISH JOURNAL OF DERMATOLOGY,BRIT J DERMATOL,OXFORD UNIV PRESS,0007-0963,1365-2133,DERMATOLOGY,SCIE,"30,809",11,Q1,3.59,41.45%
BIOLOGICAL REVIEWS,BIOL REV,WILEY,1464-7931,1469-185X,BIOLOGY,SCIE,"19,544",11,Q1,2.93,47.09%
MOLECULAR BIOLOGY AND EVOLUTION,MOL BIOL EVOL,OXFORD UNIV PRESS,0737-4038,1537-1719,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"62,418",11,Q1,2.47,95.42%
MOLECULAR BIOLOGY AND EVOLUTION,MOL BIOL EVOL,OXFORD UNIV PRESS,0737-4038,1537-1719,EVOLUTIONARY BIOLOGY,SCIE,"62,418",11,Q1,2.47,95.42%
MOLECULAR BIOLOGY AND EVOLUTION,MOL BIOL EVOL,OXFORD UNIV PRESS,0737-4038,1537-1719,GENETICS & HEREDITY,SCIE,"62,418",11,Q1,2.47,95.42%
Journal of Retailing and Consumer Services,J RETAIL CONSUM SERV,ELSEVIER SCI LTD,0969-6989,1873-1384,BUSINESS,SSCI,"24,102",11,Q1,2.35,14.67%
FOOD HYDROCOLLOIDS,FOOD HYDROCOLLOID,ELSEVIER SCI LTD,0268-005X,1873-7137,"CHEMISTRY, APPLIED",SCIE,"72,242",11,Q1,2.16,14.35%
FOOD HYDROCOLLOIDS,FOOD HYDROCOLLOID,ELSEVIER SCI LTD,0268-005X,1873-7137,FOOD SCIENCE & TECHNOLOGY,SCIE,"72,242",11,Q1,2.16,14.35%
Tourism Management,TOURISM MANAGE,ELSEVIER SCI LTD,0261-5177,1879-3193,ENVIRONMENTAL STUDIES,SSCI,"32,404",10.9,Q1,2.81,15.57%
Tourism Management,TOURISM MANAGE,ELSEVIER SCI LTD,0261-5177,1879-3193,"HOSPITALITY, LEISURE, SPORT & TOURISM",SSCI,"32,404",10.9,Q1,2.81,15.57%
Tourism Management,TOURISM MANAGE,ELSEVIER SCI LTD,0261-5177,1879-3193,MANAGEMENT,SSCI,"32,404",10.9,Q1,2.81,15.57%
IEEE WIRELESS COMMUNICATIONS,IEEE WIREL COMMUN,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1536-1284,1558-0687,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",SCIE,"10,423",10.9,Q1,2.64,0%
IEEE WIRELESS COMMUNICATIONS,IEEE WIREL COMMUN,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1536-1284,1558-0687,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"10,423",10.9,Q1,2.64,0%
IEEE WIRELESS COMMUNICATIONS,IEEE WIREL COMMUN,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1536-1284,1558-0687,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"10,423",10.9,Q1,2.64,0%
IEEE WIRELESS COMMUNICATIONS,IEEE WIREL COMMUN,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1536-1284,1558-0687,TELECOMMUNICATIONS,SCIE,"10,423",10.9,Q1,2.64,0%
CLINICAL MICROBIOLOGY AND INFECTION,CLIN MICROBIOL INFEC,ELSEVIER SCI LTD,1198-743X,1469-0691,INFECTIOUS DISEASES,SCIE,"27,311",10.9,Q1,2.56,62.13%
CLINICAL MICROBIOLOGY AND INFECTION,CLIN MICROBIOL INFEC,ELSEVIER SCI LTD,1198-743X,1469-0691,MICROBIOLOGY,SCIE,"27,311",10.9,Q1,2.56,62.13%
Sustainable Production and Consumption,SUSTAIN PROD CONSUMP,ELSEVIER,2352-5509,2352-5509,ENVIRONMENTAL STUDIES,SSCI,"12,218",10.9,Q1,2.19,26.12%
Sustainable Production and Consumption,SUSTAIN PROD CONSUMP,ELSEVIER,2352-5509,2352-5509,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,"SCIE, SSCI","12,218",10.9,Q1,2.19,26.12%
CEMENT AND CONCRETE RESEARCH,CEMENT CONCRETE RES,PERGAMON-ELSEVIER SCIENCE LTD,0008-8846,1873-3948,CONSTRUCTION & BUILDING TECHNOLOGY,SCIE,"67,048",10.9,Q1,2.03,34.30%
CEMENT AND CONCRETE RESEARCH,CEMENT CONCRETE RES,PERGAMON-ELSEVIER SCIENCE LTD,0008-8846,1873-3948,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"67,048",10.9,Q1,2.03,34.30%
MEDICINAL RESEARCH REVIEWS,MED RES REV,WILEY,0198-6325,1098-1128,"CHEMISTRY, MEDICINAL",SCIE,"8,632",10.9,Q1,1.65,17.93%
MEDICINAL RESEARCH REVIEWS,MED RES REV,WILEY,0198-6325,1098-1128,PHARMACOLOGY & PHARMACY,SCIE,"8,632",10.9,Q1,1.65,17.93%
International Journal of Oral Science,INT J ORAL SCI,SPRINGERNATURE,1674-2818,2049-3169,"DENTISTRY, ORAL SURGERY & MEDICINE",SCIE,"3,639",10.8,Q1,5.61,100%
SIAM REVIEW,SIAM REV,SIAM PUBLICATIONS,0036-1445,1095-7200,"MATHEMATICS, APPLIED",SCIE,"11,010",10.8,Q1,4.8,7.23%
ISME Journal,ISME J,OXFORD UNIV PRESS,1751-7362,1751-7370,ECOLOGY,SCIE,"38,872",10.8,Q1,2.7,69.46%
ISME Journal,ISME J,OXFORD UNIV PRESS,1751-7362,1751-7370,MICROBIOLOGY,SCIE,"38,872",10.8,Q1,2.7,69.46%
GLOBAL CHANGE BIOLOGY,GLOBAL CHANGE BIOL,WILEY,1354-1013,1365-2486,BIODIVERSITY CONSERVATION,SCIE,"68,820",10.8,Q1,2.5,39.19%
GLOBAL CHANGE BIOLOGY,GLOBAL CHANGE BIOL,WILEY,1354-1013,1365-2486,ECOLOGY,SCIE,"68,820",10.8,Q1,2.5,39.19%
GLOBAL CHANGE BIOLOGY,GLOBAL CHANGE BIOL,WILEY,1354-1013,1365-2486,ENVIRONMENTAL SCIENCES,SCIE,"68,820",10.8,Q1,2.5,39.19%
Translational Neurodegeneration,TRANSL NEURODEGENER,BMC,2047-9158,2047-9158,NEUROSCIENCES,SCIE,"3,458",10.8,Q1,2.19,100%
METABOLISM-CLINICAL AND EXPERIMENTAL,METABOLISM,W B SAUNDERS CO-ELSEVIER INC,0026-0495,1532-8600,ENDOCRINOLOGY & METABOLISM,SCIE,"19,450",10.8,Q1,2.18,25.55%
IEEE TRANSACTIONS ON IMAGE PROCESSING,IEEE T IMAGE PROCESS,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1057-7149,1941-0042,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"74,755",10.8,Q1,2,5.32%
IEEE TRANSACTIONS ON IMAGE PROCESSING,IEEE T IMAGE PROCESS,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1057-7149,1941-0042,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"74,755",10.8,Q1,2,5.32%
EARTH-SCIENCE REVIEWS,EARTH-SCI REV,ELSEVIER,0012-8252,1872-6828,"GEOSCIENCES, MULTIDISCIPLINARY",SCIE,"36,702",10.8,Q1,1.93,32.05%
CEMENT & CONCRETE COMPOSITES,CEMENT CONCRETE COMP,ELSEVIER SCI LTD,0958-9465,1873-393X,CONSTRUCTION & BUILDING TECHNOLOGY,SCIE,"41,378",10.8,Q1,1.85,16.24%
CEMENT & CONCRETE COMPOSITES,CEMENT CONCRETE COMP,ELSEVIER SCI LTD,0958-9465,1873-393X,"MATERIALS SCIENCE, COMPOSITES",SCIE,"41,378",10.8,Q1,1.85,16.24%
ENVIRONMENTAL SCIENCE & TECHNOLOGY,ENVIRON SCI TECHNOL,AMER CHEMICAL SOC,0013-936X,1520-5851,"ENGINEERING, ENVIRONMENTAL",SCIE,"239,936",10.8,Q1,1.56,13.80%
ENVIRONMENTAL SCIENCE & TECHNOLOGY,ENVIRON SCI TECHNOL,AMER CHEMICAL SOC,0013-936X,1520-5851,ENVIRONMENTAL SCIENCES,SCIE,"239,936",10.8,Q1,1.56,13.80%
ACTA PHYSICO-CHIMICA SINICA,ACTA PHYS-CHIM SIN,PEKING UNIV PRESS,1000-6818,N/A,"CHEMISTRY, PHYSICAL",SCIE,"5,902",10.8,Q1,1.13,0%
IEEE TRANSACTIONS ON FUZZY SYSTEMS,IEEE T FUZZY SYST,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1063-6706,1941-0034,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"25,484",10.7,Q1,2.95,12.05%
IEEE TRANSACTIONS ON FUZZY SYSTEMS,IEEE T FUZZY SYST,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1063-6706,1941-0034,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"25,484",10.7,Q1,2.95,12.05%
MEDICAL IMAGE ANALYSIS,MED IMAGE ANAL,ELSEVIER,1361-8415,1361-8423,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"20,810",10.7,Q1,2.43,36.77%
MEDICAL IMAGE ANALYSIS,MED IMAGE ANAL,ELSEVIER,1361-8415,1361-8423,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"20,810",10.7,Q1,2.43,36.77%
MEDICAL IMAGE ANALYSIS,MED IMAGE ANAL,ELSEVIER,1361-8415,1361-8423,"ENGINEERING, BIOMEDICAL",SCIE,"20,810",10.7,Q1,2.43,36.77%
MEDICAL IMAGE ANALYSIS,MED IMAGE ANAL,ELSEVIER,1361-8415,1361-8423,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,"20,810",10.7,Q1,2.43,36.77%
DEVELOPMENTAL CELL,DEV CELL,CELL PRESS,1534-5807,1878-1551,CELL BIOLOGY,SCIE,"33,248",10.7,Q1,2.4,80.45%
DEVELOPMENTAL CELL,DEV CELL,CELL PRESS,1534-5807,1878-1551,DEVELOPMENTAL BIOLOGY,SCIE,"33,248",10.7,Q1,2.4,80.45%
BIOSENSORS & BIOELECTRONICS,BIOSENS BIOELECTRON,ELSEVIER ADVANCED TECHNOLOGY,0956-5663,1873-4235,BIOPHYSICS,SCIE,"74,792",10.7,Q1,2.37,13.95%
BIOSENSORS & BIOELECTRONICS,BIOSENS BIOELECTRON,ELSEVIER ADVANCED TECHNOLOGY,0956-5663,1873-4235,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"74,792",10.7,Q1,2.37,13.95%
BIOSENSORS & BIOELECTRONICS,BIOSENS BIOELECTRON,ELSEVIER ADVANCED TECHNOLOGY,0956-5663,1873-4235,"CHEMISTRY, ANALYTICAL",SCIE,"74,792",10.7,Q1,2.37,13.95%
BIOSENSORS & BIOELECTRONICS,BIOSENS BIOELECTRON,ELSEVIER ADVANCED TECHNOLOGY,0956-5663,1873-4235,ELECTROCHEMISTRY,SCIE,"74,792",10.7,Q1,2.37,13.95%
BIOSENSORS & BIOELECTRONICS,BIOSENS BIOELECTRON,ELSEVIER ADVANCED TECHNOLOGY,0956-5663,1873-4235,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"74,792",10.7,Q1,2.37,13.95%
Carbohydrate Polymers,CARBOHYD POLYM,ELSEVIER SCI LTD,0144-8617,1879-1344,"CHEMISTRY, APPLIED",SCIE,"131,393",10.7,Q1,2.34,12.22%
Carbohydrate Polymers,CARBOHYD POLYM,ELSEVIER SCI LTD,0144-8617,1879-1344,"CHEMISTRY, ORGANIC",SCIE,"131,393",10.7,Q1,2.34,12.22%
Carbohydrate Polymers,CARBOHYD POLYM,ELSEVIER SCI LTD,0144-8617,1879-1344,POLYMER SCIENCE,SCIE,"131,393",10.7,Q1,2.34,12.22%
Asian Journal of Pharmaceutical Sciences,ASIAN J PHARM SCI,SHENYANG PHARMACEUTICAL UNIV,1818-0876,1818-0876,PHARMACOLOGY & PHARMACY,SCIE,"4,319",10.7,Q1,2.14,95.51%
Redox Biology,REDOX BIOL,ELSEVIER,2213-2317,2213-2317,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"28,038",10.7,Q1,2.07,95.73%
MedComm,MEDCOMM,WILEY,N/A,2688-2663,"MEDICINE, RESEARCH & EXPERIMENTAL",ESCI,"1,737",10.7,Q1,1.67,81.39%
Green Energy & Environment,GREEN ENERGY ENVIRON,KEAI PUBLISHING LTD,2096-2797,2468-0257,"CHEMISTRY, PHYSICAL",SCIE,"5,270",10.7,Q1,1.65,93.39%
Green Energy & Environment,GREEN ENERGY ENVIRON,KEAI PUBLISHING LTD,2096-2797,2468-0257,ENERGY & FUELS,SCIE,"5,270",10.7,Q1,1.65,93.39%
Green Energy & Environment,GREEN ENERGY ENVIRON,KEAI PUBLISHING LTD,2096-2797,2468-0257,"ENGINEERING, CHEMICAL",SCIE,"5,270",10.7,Q1,1.65,93.39%
Green Energy & Environment,GREEN ENERGY ENVIRON,KEAI PUBLISHING LTD,2096-2797,2468-0257,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,SCIE,"5,270",10.7,Q1,1.65,93.39%
ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,SPRINGER,0269-2821,1573-7462,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"13,051",10.7,Q1,1.62,17.13%
