Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
Psychology in Russia-State of the Art,PSYCHOL RUSS,"LOMONOSOV MOSCOW STATE UNIV, FAC JOURNALISM",2074-6857,2307-2202,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,320,1.1,Q3,0.33,95.76%
Integrative Psychological and Behavioral Science,INTEGR PSYCHOL BEHAV,SPRINGER,1932-4502,1936-3567,"PSYCHOLOGY, BIOLOGICAL",SSCI,758,1.1,Q4,0.32,19.81%
REVISTA LATINOAMERICANA DE PSICOLOGIA,REV LAT AM PSICOL,FOUNDATION ADVANCEMENT PSYCHOLOGY,0120-0534,0120-0534,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,588,1.1,Q3,0.32,45.21%
BEHAVIORAL SCIENCES & THE LAW,BEHAV SCI LAW,WILEY,0735-3936,1099-0798,"PSYCHOLOGY, APPLIED",SSCI,"1,828",1,Q4,0.87,14.17%
Decision-Washington,DECISION-WASHINGTON,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,2325-9965,2325-9973,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,380,1,Q3,0.52,6.17%
Early Child Development and Care,EARLY CHILD DEV CARE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0300-4430,1476-8275,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"3,172",1,Q4,0.47,12.06%
JOURNAL OF ADDICTIONS & OFFENDER COUNSELING,J ADDICT OFFENDER CO,WILEY,1055-3835,2161-1874,"PSYCHOLOGY, APPLIED",ESCI,128,1,Q4,0.46,16.67%
APPLIED PSYCHOLOGICAL MEASUREMENT,APPL PSYCH MEAS,SAGE PUBLICATIONS INC,0146-6216,1552-3497,"PSYCHOLOGY, MATHEMATICAL",SSCI,"4,722",1,Q4,0.43,18.52%
INTERNATIONAL JOURNAL FOR THE ADVANCEMENT OF COUNSELLING,INT J ADV COUNS,SPRINGER,0165-0653,1573-3246,"PSYCHOLOGY, APPLIED",ESCI,781,1,Q4,0.41,6.78%
Journal for the Study of Education and Development,J STUD EDUC DEV,SAGE PUBLICATIONS INC,0210-3702,1578-4126,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,140,1,Q4,0.39,9.21%
CULTURE & PSYCHOLOGY,CULT PSYCHOL,SAGE PUBLICATIONS LTD,1354-067X,1461-7056,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,057",1,Q3,0.38,20.28%
PSYCHOLOGICAL RECORD,PSYCHOL REC,SPRINGER,0033-2933,2163-3452,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,663",1,Q3,0.38,12.40%
Journal of Theoretical and Philosophical Psychology,J THEOR PHILOS PSYCH,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,1068-8471,2151-3341,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,284,1,Q3,0.36,0%
Journal of EMDR Practice and Research,J EMDR PRACT RES,SPRINGER PUBLISHING CO,1933-3196,1933-320X,PSYCHOLOGY,ESCI,399,1,Q4,0.34,1.75%
International Journal of AEROSPACE Psychology,INT J AEROSP PSYCHOL,TAYLOR & FRANCIS INC,2472-1832,2472-1840,"PSYCHOLOGY, APPLIED",SSCI,129,1,Q4,0.33,13.56%
ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE,Z ARB ORGAN,HOGREFE VERLAG,0932-4089,2190-6270,"PSYCHOLOGY, APPLIED",SSCI,259,1,Q4,0.33,67.27%
Advances in Cognitive Psychology,ADV COGN PSYCHOL,UNIV ECONOMICS & HUMAN SCIENCES WARSAW,1895-1171,1895-1171,"PSYCHOLOGY, EXPERIMENTAL",SSCI,540,1,Q4,0.31,97.73%
BRITISH JOURNAL OF GUIDANCE & COUNSELLING,BRIT J GUID COUNS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0306-9885,1469-3534,"PSYCHOLOGY, APPLIED",SSCI,"1,255",1,Q4,0.31,25.23%
Aloma-Revista de Psicologia Ciencies de l Educacio i de l Esport,ALOMA,RAMON LLULL UNIV,1138-3194,2339-9694,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,164,1,Q3,0.28,95.74%
Acta Neuropsychologica,ACTA NEUROPSYCHOL,MEDSPORTPRESS PUBLISHING HOUSE,1730-7503,2084-4298,PSYCHOLOGY,ESCI,172,1,Q4,0.26,0%
Journal of Poetry Therapy,J POETRY THER,TAYLOR & FRANCIS INC,0889-3675,1567-2344,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,218,1,Q3,0.26,17.07%
Anuario De Psicologia Juridica,ANU PSICOL JURID,COLEGIO OFICIAL PSICOLOGOS MADRID,1133-0740,2174-0542,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,160,0.9,Q3,0.9,100%
Psychology of Leaders and Leadership,PSYCHOL LEAD LEADERS,AMER PSYCHOLOGICAL ASSOC,2769-6863,2769-6898,"PSYCHOLOGY, APPLIED",ESCI,13,0.9,Q4,0.45,0%
LATERALITY,LATERALITY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1357-650X,1464-0678,"PSYCHOLOGY, EXPERIMENTAL",SSCI,927,0.9,Q4,0.41,25.71%
LATERALITY,LATERALITY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1357-650X,1464-0678,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,927,0.9,Q3,0.41,25.71%
Psihologija,PSIHOLOGIJA,ASSOC SERBIAN PSYCHOLOGISTS,0048-5705,N/A,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,341,0.9,Q3,0.39,98.63%
Coaching-An International Journal of Theory Research and Practice,COACHING-INT J THEOR,TAYLOR & FRANCIS LTD,1752-1882,1752-1890,"PSYCHOLOGY, APPLIED",ESCI,266,0.9,Q4,0.38,23.91%
Journal of Spirituality in Mental Health,J SPIRITUAL MENT HE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1934-9637,1934-9645,"PSYCHOLOGY, APPLIED",ESCI,210,0.9,Q4,0.38,14.67%
Psychology and Developing Societies,PSYCHOL DEV SOC,SAGE PUBLICATIONS INC,0971-3336,0973-0761,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,276,0.9,Q3,0.38,10.26%
Consulting Psychology Journal-Practice and Research,CONSULT PSYCH J,AMER PSYCHOLOGICAL ASSOC,1065-9293,1939-0149,"PSYCHOLOGY, APPLIED",ESCI,651,0.9,Q4,0.36,1.47%
Journal of Prevention & Intervention in the Community,J PREV INTERV COMMUN,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1085-2352,1540-7330,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,518,0.9,Q3,0.34,2.67%
AMERICAN JOURNAL OF PSYCHOLOGY,AM J PSYCHOL,UNIV ILLINOIS PRESS,0002-9556,1939-8298,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"3,141",0.9,Q3,0.26,0%
JOURNAL OF PSYCHOPHYSIOLOGY,J PSYCHOPHYSIOL,HOGREFE PUBLISHING CORP,0269-8803,2151-2124,"PSYCHOLOGY, BIOLOGICAL",SSCI,600,0.9,Q4,0.24,9.38%
International Journal of Evidence Based Coaching & Mentoring,INT J EVID BASED COA,"OXFORD BROOKES UNIV, SCH BUSINESS",1741-8305,1741-8305,"PSYCHOLOGY, APPLIED",ESCI,367,0.9,Q4,0.23,0%
Journal of Pediatric Neuropsychology,J PEDIATR NEUROPSYCH,SPRINGERNATURE,2199-2681,2199-2673,PSYCHOLOGY,ESCI,84,0.9,Q4,0.21,22.22%
Journal of Pediatric Neuropsychology,J PEDIATR NEUROPSYCH,SPRINGERNATURE,2199-2681,2199-2673,"PSYCHOLOGY, DEVELOPMENTAL",ESCI,84,0.9,Q4,0.21,22.22%
Archive for the Psychology of Religion-Archiv fur Religionspsychologie,ARCH PSYCHOL RELIG,SAGE PUBLICATIONS LTD,0084-6724,1573-6121,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,290,0.8,Q3,1.31,11.11%
Pastoral Psychology,PASTOR PSYCHOL,SPRINGER,0031-2789,1573-6679,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,638,0.8,Q3,0.85,21.18%
ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,Z PSYCHOSOM MED PSYC,VANDENHOECK & RUPRECHT GMBH & CO KG,1438-3608,2196-8349,PSYCHOLOGY,SCIE,414,0.8,Q4,0.67,33.90%
ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,Z PSYCHOSOM MED PSYC,VANDENHOECK & RUPRECHT GMBH & CO KG,1438-3608,2196-8349,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,414,0.8,Q3,0.67,33.90%
Revista de Psicologia Clinica con Ninos y Adolescentes,REV PSICOL CLIN NINO,"UNIV MIGUEL HERNANDEZ, DEPT PSICOLOGIA",2340-8340,2340-8340,"PSYCHOLOGY, DEVELOPMENTAL",ESCI,255,0.8,Q4,0.57,79.17%
DREAMING,DREAMING,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,1053-0797,1573-3351,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,541,0.8,Q3,0.44,0.99%
Journal of Investigative Psychology and Offender Profiling,J INVEST PSYCHOL OFF,WILEY,1544-4759,1544-4767,"PSYCHOLOGY, APPLIED",SSCI,377,0.8,Q4,0.41,35.56%
KINDHEIT UND ENTWICKLUNG,KINDH ENTWICKL,HOGREFE VERLAG,0942-5403,2190-6246,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,258,0.8,Q4,0.37,65.38%
Journal of Motor Learning and Development,J MOTOR LEARN DEV,HUMAN KINETICS PUBL INC,2325-3193,2325-3215,"PSYCHOLOGY, DEVELOPMENTAL",ESCI,385,0.8,Q4,0.34,3.88%
Journal of Motor Learning and Development,J MOTOR LEARN DEV,HUMAN KINETICS PUBL INC,2325-3193,2325-3215,"PSYCHOLOGY, EXPERIMENTAL",ESCI,385,0.8,Q4,0.34,3.88%
Journal of Psychology in Africa,J PSYCHOL AFR,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1433-0237,1815-5626,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,984,0.8,Q3,0.32,0.37%
JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT,J MULTICULT COUNS D,WILEY,0883-8534,2161-1912,"PSYCHOLOGY, APPLIED",SSCI,813,0.8,Q4,0.31,8.57%
GeroPsych-The Journal of Gerontopsychology and Geriatric Psychiatry,GEROPSYCH,HOGREFE AG-HOGREFE AG SUISSE,1662-9647,1662-971X,"PSYCHOLOGY, DEVELOPMENTAL",ESCI,309,0.8,Q4,0.3,28.40%
JAPANESE PSYCHOLOGICAL RESEARCH,JPN PSYCHOL RES,WILEY,0021-5368,1468-5884,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,695,0.8,Q3,0.29,0.68%
Journal of Humanistic Counseling,J HUMANIST COUNS,WILEY,2159-0311,2161-1939,"PSYCHOLOGY, APPLIED",ESCI,263,0.8,Q4,0.28,25%
AMERICAN JOURNAL OF DANCE THERAPY,AM J DANCE THER,KLUWER ACADEMIC-HUMAN SCIENCES PRESS,0146-3721,1573-3262,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,218,0.8,Q3,0.27,22.58%
Psicologica,PSICOLOGICA,DIGITAL CSIC,0211-2159,1576-8597,"PSYCHOLOGY, EXPERIMENTAL",SSCI,288,0.8,Q4,0.25,32.26%
Studies in Psychology,STUD PSYCHOL-MADRID,SAGE PUBLICATIONS INC,0210-9395,1579-3699,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,58,0.8,Q3,0.15,11.59%
Interdisciplinaria,INTERDISCIPLINARIA,CENTRO INTERAMERICANO INVESTIGACIONES PSICOLOGICAS Y CIENCIAS AFINES-CIIPCA,1668-7027,1668-7027,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,319,0.8,Q3,0.13,97.60%
TEACHING OF PSYCHOLOGY,TEACH PSYCHOL,SAGE PUBLICATIONS LTD,0098-6283,1532-8023,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,518",0.7,Q4,0.39,10.06%
Psikhologicheskaya Nauka i Obrazovanie-Psychological Science and Education,PSIKHOL NAUK OBRAZOV,MOSCOW STATE UNIV PSYCHOLOGY & EDUCATION,1814-2052,2311-7273,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,280,0.7,Q4,0.38,96.15%
Journal of Forensic Psychology Research and Practice,J FOREN PSYCHOL RES,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2473-2850,2473-2842,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,182,0.7,Q4,0.36,18.87%
Journal of LGBTQ Issues in Counseling,J LGBTQ ISS COUNS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2692-4951,2692-496X,"PSYCHOLOGY, APPLIED",ESCI,461,0.7,Q4,0.28,1.49%
TPM-Testing Psychometrics Methodology in Applied Psychology,TPM-TEST PSYCHOM MET,CENTRO INFORMAZIONE SCIENTIFICA ECONOMICA SOCIALE-CISES SRL,1972-6325,N/A,"PSYCHOLOGY, APPLIED",ESCI,506,0.7,Q4,0.28,0%
Psyecology-Bilingual Journal of Environmental Psychology-Revista Bilingue de Psicologia Ambiental,PSYECOLOGY,SAGE PUBLICATIONS INC,2171-1976,1989-9386,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,197,0.7,Q4,0.27,4.76%
Analysis of Verbal Behavior,ANAL VERBAL BEHAV,SPRINGER,0889-9401,2196-8926,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,502,0.7,Q4,0.26,7.27%
Revista de Psicologia del Deporte,REV PSICOL DEPORTE,UNIV ILLES BALEARS,1132-239X,1988-5636,"PSYCHOLOGY, APPLIED",SSCI,955,0.7,Q4,0.26,0.26%
Counseling and Values,COUNS VALUES,BRILL,0160-7960,2161-007X,"PSYCHOLOGY, APPLIED",ESCI,356,0.7,Q4,0.23,0%
International Journal of Psychology and Psychological Therapy,INT J PSYCHOL PSYCHO,ASOC ANALISIS COMPORTAMIENTO,1577-7057,1989-2780,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,468,0.7,Q4,0.2,0%
Neuropsychological Trends,NEUROPSYCHOL TRENDS,LED EDIZIONI UNIV,1970-321X,1970-3201,PSYCHOLOGY,ESCI,91,0.7,Q4,0.2,93.10%
Revista Espanola de Orientacion y Psicopedagogia,REV ESP ORIENTAC PSI,"UNIV NACL EDUCACION DISTANCIA-UNED, FAC EDUCACION",1989-7448,1989-7448,"PSYCHOLOGY, APPLIED",ESCI,286,0.7,Q4,0.2,94.44%
PSYCHOLOGIST,PSYCHOLOGIST,BRITISH PSYCHOLOGICAL SOC,0952-8229,0952-8229,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,684,0.7,Q4,0.05,0%
Psychomusicology,PSYCHOMUSICOLOGY,AMER PSYCHOLOGICAL ASSOC,0275-3987,2162-1535,"PSYCHOLOGY, EXPERIMENTAL",ESCI,333,0.6,Q4,1.27,0%
ETHOS,ETHOS,WILEY,0091-2131,1548-1352,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,272",0.6,Q4,0.4,36.73%
International Journal of Play,INT J PLAY,TAYLOR & FRANCIS LTD,2159-4937,2159-4953,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,263,0.6,Q4,0.34,23.60%
Nonlinear Dynamics Psychology and Life Sciences,NONLIN DYNAM PSYCHOL,SOC CHAOS THEORY PSYCHOLOGY & LIFE SCIENCES,1090-0578,1573-6652,"PSYCHOLOGY, MATHEMATICAL",SSCI,382,0.6,Q4,0.28,0%
Kulturno-Istoricheskaya Psikhologiya-Cultural-Historical Psychology,KULT-ISTOR PSIKHOL,MOSCOW STATE UNIV PSYCHOLOGY & EDUCATION,1816-5435,2224-8935,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,324,0.6,Q4,0.27,100%
Nordic Psychology,NORD PSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1901-2276,1904-0016,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,414,0.6,Q4,0.27,55.29%
Journal of Cognition and Culture,J COGN CULT,BRILL,1567-7095,1568-5373,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,536,0.6,Q4,0.26,8.47%
NEUROCASE,NEUROCASE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1355-4794,1465-3656,PSYCHOLOGY,SCIE,"1,003",0.6,Q4,0.22,10.87%
INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,INT J SPORT PSYCHOL,EDIZIONI LUIGI POZZI,0047-0767,N/A,PSYCHOLOGY,SCIE,970,0.6,Q4,0.21,0%
INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,INT J SPORT PSYCHOL,EDIZIONI LUIGI POZZI,0047-0767,N/A,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,970,0.6,Q4,0.21,0%
Pratiques Psychologiques,PRAT PSYCHOL,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,1269-1763,N/A,PSYCHOLOGY,SCIE,154,0.6,Q4,0.2,38.78%
Pratiques Psychologiques,PRAT PSYCHOL,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,1269-1763,N/A,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,154,0.6,Q4,0.2,38.78%
Liberabit-Revista de Psicologia,LIBERABIT-LIMA,"UNIV SAN MARTIN PORRES, FAC CIENCIAS COMUNICACION TURISMO & PSICOLOGIA",1729-4827,2223-7666,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,235,0.6,Q4,0.17,97.44%
Anuario de Psicologia,ANU PSICOL,"UNIV BARCELONA, FAC PSICOLOGIA",0066-5126,1988-5253,PSYCHOLOGY,ESCI,218,0.6,Q4,0.14,0%
Anuario de Psicologia,ANU PSICOL,"UNIV BARCELONA, FAC PSICOLOGIA",0066-5126,1988-5253,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,218,0.6,Q4,0.14,0%
Psychologica,PSYCHOLOGICA-COIMBRA,"UNIV COIMBRA, FAC PSICOLOGIA & CIENCIAS EDUCACAO",0871-4657,1647-8606,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,107,0.6,Q4,0.11,95.65%
Journal of Youth Development,J YOUTH DEV,"UNIV PITTSBURGH, UNIV LIBRARY SYSTEM",2325-4017,2325-4017,"PSYCHOLOGY, DEVELOPMENTAL",ESCI,350,0.5,Q4,0.29,87.96%
Negotiation and Conflict Management Research,NEGOT CONFL MANAG R,IACM-NCMR-INT ASSOC CONFLICT MANAGEMENT,1750-4708,1750-4716,"PSYCHOLOGY, APPLIED",SSCI,353,0.5,Q4,0.25,12.50%
ANNEE PSYCHOLOGIQUE,ANN PSYCHOL,PRESSES UNIV FRANCE,0003-5033,1955-2580,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,445,0.5,Q4,0.24,0%
PSYCHOLOGIA,PSYCHOLOGIA,Psychologia Editorial Office,0033-2852,1347-5916,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,319,0.5,Q4,0.23,100%
Journal of Muslim Mental Health,J MUSLIM MENT HEALTH,MICHIGAN PUBLISHING,1556-4908,1556-5009,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,307,0.5,Q4,0.22,100%
Social Psychology and Society,SOC PSYCHOL SOC,MOSCOW STATE UNIV PSYCHOLOGY & EDUCATION,2221-1527,2311-7052,"PSYCHOLOGY, APPLIED",ESCI,163,0.5,Q4,0.2,100%
ANNALES MEDICO-PSYCHOLOGIQUES,ANN MED-PSYCHOL,MASSON EDITEUR,0003-4487,1769-6631,PSYCHOLOGY,SCIE,712,0.5,Q4,0.19,32.56%
Psychotherapy and Politics International,PSYCHOTHER POLITICS,Psychotherapy and Politics International,1476-9263,1556-9195,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,108,0.5,Q4,0.16,52.73%
CESKOSLOVENSKA PSYCHOLOGIE,CESK PSYCHOL,ACADEMIA,0009-062X,1804-6436,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,165,0.5,Q4,0.15,98.10%
Primenjena Psihologija,PRIMENJ PSIHOL,UNIV NOVOM SADU,1821-0147,2334-7287,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,93,0.5,Q4,0.15,88.71%
Psychology-Journal of the Higher School of Economics,PSYCHOL-J HIGH SCH E,NATL RES UNIV HIGHER EDUCATION,1813-8918,1813-8918,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,181,0.5,Q4,0.15,100%
TRAVAIL HUMAIN,TRAV HUMAIN,PRESSES UNIV FRANCE,0041-1868,2104-3663,PSYCHOLOGY,SCIE,248,0.5,Q4,0.15,0%
TRAVAIL HUMAIN,TRAV HUMAIN,PRESSES UNIV FRANCE,0041-1868,2104-3663,"PSYCHOLOGY, APPLIED",SSCI,248,0.5,Q4,0.15,0%
Zeitschrift fur Neuropsychologie,Z NEUROPSYCHOL,HOGREFE AG-HOGREFE AG SUISSE,1016-264X,1664-2902,PSYCHOLOGY,SCIE,127,0.5,Q4,0.15,63.04%
PSIKHOLOGICHESKII ZHURNAL,PSIKHOL ZH,"Russian Acad Sciences, State Acad Univ Humanities (GAUGN)",0205-9592,N/A,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,346,0.5,Q4,0.14,0%
Revista Iberoamericana de Psicologia del Ejercicio y el Deporte,REV IBEROAM PSICOL E,REVISTA IBEROAMERICANA PSICOLOGIA EJERCICIO & DEPORTE,1886-8576,2340-7700,"PSYCHOLOGY, APPLIED",ESCI,306,0.5,Q4,0.11,0%
Revista Argentina de Ciencias del Comportamiento,REV ARGENT CIENC COM,"UNIV NACL CORDOBA, FAC PSICOLOGIA",1852-4206,1852-4206,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,186,0.5,Q4,0.07,1.15%
JOURNAL OF PSYCHOLOGY AND THEOLOGY,J PSYCHOL THEOL,SAGE PUBLICATIONS INC,0091-6471,2328-1162,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,645,0.4,Q4,0.65,7.37%
Canadian Journal of Career Development,CAN J CAREER DEV,MEMORIAL UNIV NEWFOUNDLAND,1499-1845,1499-1853,"PSYCHOLOGY, APPLIED",ESCI,60,0.4,Q4,0.18,0%
Psychology and Law,PSYCHOL LAW,MOSCOW STATE PSYCHOLOGICAL & PEDAGOGICAL UNIV,2222-5196,2222-5196,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,150,0.4,Q4,0.14,98.98%
Zeitschrift fur Sportpsychologie,Z SPORTPSYCHOL,HOGREFE VERLAG,1612-5010,2190-6300,"PSYCHOLOGY, APPLIED",SSCI,91,0.4,Q4,0.14,36.84%
Eksperimentalnaya Psikhologiya,EKSP PSIKHOLOGIYA,MOSCOW STATE UNIV PSYCHOLOGY & EDUCATION,2072-7593,2311-7036,"PSYCHOLOGY, EXPERIMENTAL",ESCI,146,0.4,Q4,0.13,100%
PRAXIS DER KINDERPSYCHOLOGIE UND KINDERPSYCHIATRIE,PRAX KINDERPSYCHOL K,VANDENHOECK & RUPRECHT GMBH & CO KG,0032-7034,2196-8225,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,276,0.4,Q4,0.13,21.90%
Psihologijske teme,PSIHOLOGIJSKE TEME,"UNIV RIJEKA, FAC HUMANITIES SOCIAL SCIENCES",1332-0742,1849-0395,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,221,0.4,Q4,0.13,100%
Psychologie Francaise,PSYCHOL FR,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,0033-2984,0033-2984,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,182,0.4,Q4,0.13,29.41%
Accion Psicologica,ACCION PSICOL,"UNIV NACL EDUCACION DISTANCIA-UNED, FAC PSICOLOGIA",1578-908X,2255-1271,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,196,0.4,Q4,0.11,75.81%
Cyprus Turkish Journal of Psychiatry and Psychology,CYPRUS TURK J PSYCHI,CYPRUS MENTAL HEALTH INST,1302-7840,2667-8225,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,44,0.4,Q4,0.11,0%
Organizatsionnaya Psikologiya,ORGAN PSIKOL,NATL RESEARCH UNIV HIGHER SCH ECONOMICS,2312-5942,2312-5942,"PSYCHOLOGY, APPLIED",ESCI,83,0.4,Q4,0.11,55.17%
REVISTA MEXICANA DE PSICOLOGIA,REV MEX PSICOL,SOC MEXICANA PSICOLOGIA,0185-6073,N/A,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,178,0.4,Q4,0.11,0%
Psicodebate-Psicologia Cultura y Sociedad,PSICODEBATE-PSICOL C,UNIV PALERMO,1515-2251,2451-6600,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,58,0.4,Q4,0.09,90%
Quaderns de Psicologia,QUAD PSICOL,UNIV AUTONOMA BARCELONA,0211-3481,2014-4520,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,115,0.4,Q4,0.09,95.51%
Geriatrie et Psychologie Neuropsychiatrie du Vieillissement,GERIATR PSYCHOL NEUR,JOHN LIBBEY EUROTEXT LTD,2115-8789,2115-7863,PSYCHOLOGY,SCIE,260,0.4,Q4,0.08,0%
Organisational and Social Dynamics,ORGAN SOC DYN,PHOENIX PUBL HOUSE,1474-2780,2044-3765,"PSYCHOLOGY, APPLIED",ESCI,68,0.4,Q4,0.07,0%
Psicologia Clinica dello Sviluppo,PSICOL CLIN SVILUPP,SOC ED IL MULINO,1824-078X,1824-078X,"PSYCHOLOGY, DEVELOPMENTAL",ESCI,117,0.4,Q4,0.05,0%
Gedrag & Organisatie,GEDRAG ORGAN,UITGEVERIJ LEMMA B V,0921-5077,1875-7235,"PSYCHOLOGY, APPLIED",SSCI,122,0.3,Q4,0.17,1.96%
Sibirskiy Psikhologicheskiy Zhurnal-Siberian Journal of Psychology,SIBIRSKIY PSIKHOL ZH,TOMSK STATE UNIV,1726-7080,2411-0809,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,106,0.3,Q4,0.12,7.26%
Revista de Psicologia PUCP,REV PSICOL-LIMA,PONTIFICIA UNIV CATOLICA PERU,0254-9247,2223-3733,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,194,0.3,Q4,0.11,100%
Psychologie du Travail et des Organisations,PSYCHOL TRAV ORGAN,ELSEVIER MASSON SAS EDITEUR,1420-2530,1420-2530,"PSYCHOLOGY, APPLIED",ESCI,115,0.3,Q4,0.09,30.91%
Revista Costarricense de Psicologia,REV COSTARRIC PSICOL,COLEGIO PROFESIONAL PSICOLOGOS COSTA RICA,0257-1439,1659-2913,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,56,0.3,Q4,0.09,100%
Revista De Historia De La Psicologia,REV HIST PSICOL,SPANISH SOC HISTORY PSYCHOLOGY & COLEGIO PSICOLOGOS MADRID-UNED,0211-0040,2445-0928,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,83,0.3,Q4,0.08,98.04%
